sentence,aspect,category,domain,type
لقد قدموا أكثر من 100 نوع مختلف بيرة لضيوفهم مما جعل زوجي سعيدًا جدًا وكان الطعام لذيذًا، إذا كان علي أن أوصي بطبق فيجب أن يكون تورتيليني اليقطين.,بيرة | الطعام | تورتيليني اليقطين,drinks style_options | food quality | food quality,restaurant,explicit | explicit | explicit
كان الطبق العائلي للمأكولات البحرية جيدًا جدًا.,الطبق العائلي للمأكولات البحرية,food quality,restaurant,explicit
لا توجد حيل هنا - الطعام يتحدث عن نفسه من خلال نضارته وطريقة تحضيره.,الطعام,food quality,restaurant,explicit
سعره مبالغ فيه جدًا وليس لذيذًا جدًا.,NULL | NULL,food quality | food prices,restaurant,implicit | implicit
أنا وزوجتي نستمتع دائمًا بالشباب، الذين ليسوا مدربين جيدًا دائمًا ولكنهم ودودون مع ذلك، موظفين، ولكل منهم قصة.,موظفين | موظفين | موظفين | موظفين,service general | service general | service general | service general,restaurant,explicit | explicit | explicit | explicit
إنه رومانسي جداً .,NULL,ambience general,restaurant,implicit
كان طعامنا رائعًا أيضًا!,طعامنا,food quality,restaurant,explicit
لقد تناولت الطعام في Ginger House عدة مرات، وكان دائمًا جيدًا.,Ginger House,restaurant general,restaurant,explicit
أردت أن أذهب إلى هناك لأرى ما إذا كان الأمر يستحق ذلك، ولكن للأسف، سيطر الفضول علي ودفعت ثمنًا باهظًا.,NULL | NULL,restaurant general | restaurant prices,restaurant,implicit | implicit
سوف نعود .,NULL,restaurant general,restaurant,implicit
كان لحم العجل لا يصدق الليلة الماضية.,لحم العجل,food quality,restaurant,explicit
لكن هذا أمر قابل للمغفرة إلى حد كبير.,NULL,restaurant miscellaneous,restaurant,implicit
نحن نحب الطعام، المشروبات، والجو!,الطعام | المشروبات | الجو,food quality | drinks quality | ambience general,restaurant,explicit | explicit | explicit
الخدمة كانت جيدة فقط، وهي ليست ما تتوقعه مقابل 500 دولار.,الخدمة | NULL,service general | restaurant prices,restaurant,explicit | implicit
إذا كنت جريئًا، جرّب خل البلسميك فوق الآيس كريم، إنه رائع!,خل البلسميك فوق الآيس كريم | خل البلسميك فوق الآيس كريم,food quality | food quality,restaurant,explicit | explicit
صديقتي، والتي كانت أكثر عدوانية بعض الشيء، وكانت تشعر بالاشمئزاز أيضًا مما دفعها إلى التخلص من بقية وجبتها التي بالكاد أكلتها وجبة، اتصلت بي مرة أخرى فقط لإبلاغي بأنني ربما كنت مخطئًا وأنها كانت على الأرجح محارًا، وأننا أيضًا مدرجون في القائمة السوداء لمطعمهم.,وجبة | NULL,food quality | service general,restaurant,explicit | implicit
قائمة النبيذ مثيرة للاهتمام وتحتوي على العديد من القيم الجيدة.,قائمة النبيذ | قائمة النبيذ,drinks style_options | drinks prices,restaurant,explicit | explicit
الخوادم كلها مختلفة، جريج هو المفضل لدي.,جريج,service general,restaurant,explicit
طعم رائع,NULL,food quality,restaurant,implicit
المكان رائع جدًا و الخدمة سريعة ومهذبة.,الخدمة | الخدمة | المكان,service general | service general | ambience general,restaurant,explicit | explicit | explicit
لم أشتكي، لقد أعجبني الجو كثيرًا.,الجو,ambience general,restaurant,explicit
وكان الطبق الرئيسي جيد جدًا أيضًا.,الطبق الرئيسي,food quality,restaurant,explicit
لا أستطيع أن أصدق كيف يمكن لمطعم باهظ الثمن في نيويورك مطعم أن يكون غير محترم لعملائه إلى هذا الحد.,مطعم | NULL,restaurant prices | service general,restaurant,explicit | implicit
عظيم نجاة,نجاة,service general,restaurant,explicit
جيد طعام .,طعام,food quality,restaurant,explicit
في أغلب الأحيان يبدو الأمر وكأنهم لا يهتمون بك.,NULL,service general,restaurant,implicit
الطعام كان جيدا.,الطعام,food quality,restaurant,explicit
قريبة جدًا، ولكن ليست جيدة بما فيه الكفاية.,NULL,restaurant general,restaurant,implicit
ذهبت إلى هنا يوم السبت 26/1 وكنت بخيبة أمل.,NULL,restaurant general,restaurant,implicit
الطعام لائق.,الطعام,food quality,restaurant,explicit
للحصول على طعام تايلاندي أصيل طعام تايلاندي، لا تبحث أبعد من Toons.,طعام تايلاندي,food quality,restaurant,explicit
تناولت الزوجة ريزوتو الذي كان مذهلاً.,ريزوتو,food quality,restaurant,explicit
رائع، طعم أصلي.,NULL | NULL,food quality | food quality,restaurant,implicit | implicit
رائحتهم مثل حشوهم بخضروات معلبة قديمة مثل كالزون السبانخ والفطر.,NULL,food quality,restaurant,implicit
بشكل عام، لا يستحق المال.,NULL,restaurant prices,restaurant,implicit
كان الخبز قديمًا، وكان السلطة باهظ الثمن وفارغًا.,الخبز | السلطة | السلطة,food quality | food prices | food style_options,restaurant,explicit | explicit | explicit
في حين أن طعام المطبخ الخاص بهم لذيذ، فإن السوشي الخاص بهم خارج هذا العالم.,طعام المطبخ | السوشي,food quality | food quality,restaurant,explicit | explicit
يقدم خدمة دون المستوى خدمة وليس لديه شخصية.,خدمة,service general,restaurant,explicit
أخرج لتناول الطعام وأحب أطباقي، النوادل صبورون ولا يتعجلون أبدًا في تقديم الأطباق أو يجبرون على مشروب آخر.,النوادل,service general,restaurant,explicit
لقد تناولنا الإسكالوب كمقبلات وكان لذيذًا وكان الصلصة رائعًا.,الإسكالوب | الصلصة,food quality | food quality,restaurant,explicit | explicit
لست متأكدًا من سبب تصنيف هذا المطعم بدرجة عالية.,المطعم,restaurant general,restaurant,explicit
مدهش المفضل لدي !!!,NULL,restaurant general,restaurant,implicit
هذه هي المرة الأولى التي أكتب فيها مراجعة لمطعم لأن الطعام و الخدمة كانت ممتازة.,الطعام | الخدمة,food quality | service general,restaurant,explicit | explicit
عظيم ساكيه!,ساكيه,drinks quality,restaurant,explicit
كانت الحلوى (كان لدينا كعكة الكمثرى) جيدة - ولكن، مرة أخرى، لم يتمكن الموظفون من تقديم اقتراحات مناسبة للمشروبات.,كعكة الكمثرى | الموظفون,food quality | service general,restaurant,explicit | explicit
كنت أعتقد أنهم سيعوضون ذلك بـ الخدمة، للأسف، لا.,الخدمة,service general,restaurant,explicit
لقد تناولت وجبة ضخمة شطيرة لحم بقري على خبز.,شطيرة لحم بقري على خبز,food style_options,restaurant,explicit
الرقص، النهر الأبيض، ولفائف الألفية ضرورية.,الرقص، النهر الأبيض، ولفائف الألفية,food quality,restaurant,explicit
هذا المكان باهظ الثمن، ونعم، الطعام يستحق ذلك؛ ولكن الخدمة تجعلك تشعر وكأنك يجب أن تدفع ربع السعر.,المكان | الطعام | الخدمة,restaurant prices | food quality | service general,restaurant,explicit | explicit | explicit
لم يسبق لي أن واجهت مثل هذا النوع من الدراما رجال التوصيل (الكثير من الشهيق واللهث والغمغمة تحت أنفاسي لأنني أعيش في شقة لا يسكنها أحد) والذين يبدو أنهم دائمًا يشعرون بخيبة أمل بسبب إكرامياتهم.,رجال التوصيل,service general,restaurant,explicit
جرب سمك البحر .,سمك البحر,food quality,restaurant,explicit
"تخيل ماذا، لقد انتظرت لمدة عشرين دقيقة قبل أن تأتي، وعندما فعلت ذلك أخيرًا، قالت، ""حسنًا، أتمنى لو قلت شيئًا في وقت سابق"" لا اعتذار، لا شيء.",NULL,service general,restaurant,implicit
هذا المكان يجب زيارته!,المكان,restaurant general,restaurant,explicit
أقوم بأخذ جميع ضيوفي في نيويورك إلى VT's.,NULL,NULL,restaurant,implicit
يقع بعيدًا عن الشارع الصغير الذي يقع فيه، ولا يوجد به ضوضاء مرورية.,NULL,location general,restaurant,implicit
السمك كان مبالغا فيه.,السمك,food quality,restaurant,explicit
وأوصي أيضًا بـ أطباق الأرز أو الأصناف المختلفة من العصيدة (عصيدة الأرز).,أطباق الأرز | العصيدة (عصيدة الأرز,food quality | food quality,restaurant,explicit | explicit
إنه مطعم صغير لطيف مطعم.,مطعم,restaurant general,restaurant,explicit
هذه البقعة الصغيرة ويليامزبيرج دائمًا ما تكون مفاجأة سارة.,ويليامزبيرج,restaurant general,restaurant,explicit
لقد وصلنا نحن الأربعة عند الظهر - كان المكان فارغًا - وتصرف الموظفين وكأننا نفرض عليهم الأمر وكانوا وقحين للغاية.,الموظفين,service general,restaurant,explicit
إنه ببساطة أفضل وجبة في مدينة نيويورك.,وجبة,food quality,restaurant,explicit
لن أوصي أبدًا بهذا المكان  لأي شخص حتى لو كان لتناول عشاء غير رسمي.,المكان | المكان,restaurant general | restaurant miscellaneous,restaurant,explicit | explicit
الموظفين جيد جدًا .,الموظفين,service general,restaurant,explicit
الجبن الكريمي خارج هذا العالم وأنا أحب ذلك القهوة !! !,الجبن الكريمي | القهوة,food quality | drinks quality,restaurant,explicit | explicit
الطعام رائع .,الطعام,food quality,restaurant,explicit
الأشياء الوحيدة التي يمكنك تذوقها حقًا هي الملوحة الشديدة صلصة الصويا (حتى لو كانت منخفضة الصوديوم)، والخل المنقوع الأرز، والبصل الأخضر فوق السمك.,صلصة الصويا | الأرز,food quality | food quality,restaurant,explicit | explicit
جيد شرب .,شرب,drinks quality,restaurant,explicit
الخدمة تترك الكثير مما هو مرغوب فيه، من الشعور بأنك في عجلة من أمرك عند تقديم طلبك، إلى تجاهلك لبقية الليل.,الخدمة,service general,restaurant,explicit
كما أن سعرها جيد جدًا.,NULL,food prices,restaurant,implicit
لقد كانت عملية احتيال كبيرة (8.95 دولارًا لأربع فطائر لحم صغيرة في كعكات مطهوة على البخار) ولا تستحق المحاولة.,NULL | NULL | NULL,food quality | food style_options | food prices,restaurant,implicit | implicit | implicit
القشرة لها لدغة رائعة ومضغ جيد، الصلصة خفيفة مع حموضة لطيفة لها، الملح من الجبن رائع، يعزز حقًا نكهة جميع المكونات الأخرى.,القشرة | القشرة | الصلصة | الجبن,food quality | food quality | food quality | food quality,restaurant,explicit | explicit | explicit | explicit
ولكن عندما نظرنا إلى القائمة : لم يكن هناك الكثير من الخيارات، وكان معظمها عبارة عن زلابية في قسم المقبلات.,القائمة,food style_options,restaurant,explicit
السعر معقول رغم أن الخدمة سيئة.,NULL | الخدمة,restaurant prices | service general,restaurant,implicit | explicit
ذكّرني بالمنزل .,NULL,restaurant miscellaneous,restaurant,implicit
دفعنا وغادرنا لأننا لم نعد نرغب في الجدال بعد الآن.,NULL,service general,restaurant,implicit
اتفقنا جميعًا على أن mare هو أحد أفضل مطاعم المأكولات البحرية في نيويورك.,mare,restaurant general,restaurant,explicit
كلاسيكي!,NULL,food quality,restaurant,implicit
البيتزا لذيذة - يستخدمون موزاريلا طازجة بدلاً من الجبن الرخيص والمجمد والمبشور الشائع في معظم البيتزا .,البيتزا | موزاريلا طازجة,food quality | food quality,restaurant,explicit | explicit
رائع الطعام .,الطعام,food quality,restaurant,explicit
أنا عمومًا أحب هذا المكان.,المكان,restaurant general,restaurant,explicit
ومع ذلك، كان الطبق الرئيسي لدينا رائعًا.,الطبق الرئيسي,food quality,restaurant,explicit
لقد انجذبنا إلى عرض الرقص الشرقي الذي أبهر الحضور.,عرض الرقص الشرقي,ambience general,restaurant,explicit
يجب أن أوصي بشدة بـ رول جراد البحر.,رول جراد البحر | رول جراد البحر,food quality | food quality,restaurant,explicit | explicit
الخدمة جيدة و المطعم نظيف.,الخدمة | المطعم,service general | ambience general,restaurant,explicit | explicit
أوصي بشدة باللفائف البسيطة جدًا أوندا (بيض).,أوندا (بيض | أوندا (بيض,food quality | food quality,restaurant,explicit | explicit
البيئة راقية جدًا وستشاهد الكثير من الرجال الأثرياء مع زوجات فاخرات أو مجرد مرافقات مدفوعات الأجر للغاية.,البيئة,ambience general,restaurant,explicit
كل شيء في القائمة  رائع.,القائمة,food quality,restaurant,explicit
كان الجميع متعاونين ومفيدين بكل سرور.,NULL | NULL,service general | service general,restaurant,implicit | implicit
انتظر هنا طويل بالنسبة لوجبة ديم سوم، ولكن إذا كنت لا تحب مشاركة الطاولات أو إذا لم تكن وجبة ديم سوم الصاخبة النموذجية الجو هي ما تفضله، فهذا بديل أنيق (لمنطقة تشايناتاون).,انتظر | الجو | NULL,service general | ambience general | restaurant miscellaneous,restaurant,explicit | explicit | implicit
لقد أذهلني هذا المكان ... بلا شك مطعمي المفضل الجديد في الجانب العلوي الشرقي.,المكان,restaurant general,restaurant,explicit
الطعام كان جيدًا جدًا أيضًا، مع الأخذ في الاعتبار أننا جربنا مجموعة الميزانية (على الرغم من أنني أتمنى أن يتم تحميص لحم الخنزير المقدد الذي طلبته لفترة أطول قليلاً، بحيث تكون الدهون بمثابة تجربة تذوب في فمك).,الطعام | لحم الخنزير المقدد,food quality | food quality,restaurant,explicit | explicit
سمعت أن رول جراد البحر كان ممتازًا.,رول جراد البحر,food quality,restaurant,explicit
إنه مكان مزدحم إلى حد ما مطعم ويغلق مبكرًا.,مطعم | مطعم | مطعم,restaurant miscellaneous | ambience general | ambience general,restaurant,explicit | explicit | explicit
الجو كان رائعا.,الجو,ambience general,restaurant,explicit
كل الأشخاص الذين أحضرهم إلى هناك يعودون بمفردهم ويحضرون أصدقائهم!,NULL,restaurant miscellaneous,restaurant,implicit
أدعو الله أن يبقى مفتوحا إلى الأبد.,NULL,restaurant general,restaurant,implicit
طاقم الخدمة لطيف وممتع وجميل في معظمه (بطريقة التجميل الجمالية الرائعة، وليس بطريقة أنها أجمل مني بكثير).,طاقم الخدمة | طاقم الخدمة | طاقم الخدمة,service general | service general | service general,restaurant,explicit | explicit | explicit
واحد من أفضل أنواع الهوت دوج التي تناولتها على الإطلاق.,NULL,food quality,restaurant,implicit
مطعم جيد طعام الجودة.,طعام,food quality,restaurant,explicit
لقد ذاب في فمي الصغير وكان قوامه مثاليًا - ليس مريبًا جدًا، وكريميًا، وزبدانيًا قليلاً.,NULL | NULL | NULL | NULL,food quality | food quality | food quality | food quality,restaurant,implicit | implicit | implicit | implicit
إنهم يتقاضون أسعارًا مختلفة طوال الوقت.,NULL,service general,restaurant,implicit
قرأت تعليقات وصفت المطعم بأنه باهظ الثمن وقلت لنفسي، ولكن ربما يستحق ذلك.,المطعم | المطعم,restaurant prices | restaurant general,restaurant,explicit | explicit
يعتبر هذا المطعم الصغير مطعم مريحًا للغاية، مع لمسة باريسية معينة.,مطعم,ambience general,restaurant,explicit
ونعم دال بخارى جيد جدًا وكذلك جميع الكباب.,الكباب | دال بخارى,food quality | food quality,restaurant,explicit | explicit
تم طهي القشرة بشكل جيد بشكل مذهل وتم تحميل البيتزا بالكامل : ) : ) : ),القشرة | البيتزا,food quality | food style_options,restaurant,explicit | explicit
أوصي بشدة بالمطعم  بناءً على تجربتنا الليلة الماضية.,NULL,restaurant general,restaurant,implicit
كنا أربعة وحصلنا على الحجم العائلي بيني ألا فودكا والذي كان جزءًا ضخمًا للغاية ... دلو من الطعام حرفيًا.,بيني ألا فودكا,food style_options,restaurant,explicit
كان خادمنا مفيدًا وودودًا للغاية.,خادمنا | خادمنا,service general | service general,restaurant,explicit | explicit
تأكد من أن لديك رول الإسكالوب الحار ...,رول الإسكالوب الحار,food quality,restaurant,explicit
الخدمة كانت جيدة .,الخدمة,service general,restaurant,explicit
كانت الخدمة سريعة وودودة وكان الطعام لذيذًا جدًا وكان لديهم أفضل صلصة حارة لإضافتها إلى وجباتك.,الخدمة | الخدمة | الطعام | صلصة حارة,service general | service general | food quality | food quality,restaurant,explicit | explicit | explicit | explicit
يجب أن أقول أنني مندهش من المراجعات السيئة لـ المطعم في وقت سابق من هذا العام، رغم ذلك.,المطعم,restaurant general,restaurant,explicit
تحدث الأخطاء، ولكنها عادة ما تكون مصحوبة باعتذار، وربما حتى كأس من النبيذ... ولكن ليس التذمر الذي تلقيناه من موظفي Al Di La .,موظفي,service general,restaurant,explicit
المكان صغير ومزدحم ولكن الطعام رائع.,المكان | المكان | الطعام,ambience general | ambience general | food quality,restaurant,explicit | explicit | explicit
لقد أحببت هذا المكان !!,المكان,restaurant general,restaurant,explicit
بوفيه الغداء باهظ الثمن ولكنه يستحق ذلك بالتأكيد.,بوفيه الغداء | بوفيه الغداء,food prices | food quality,restaurant,explicit | explicit
كان الجو الخارجي المتمثل في الجلوس على الرصيف ومشاهدة العالم من على بعد 50 قدمًا في شارع السادس في أمسية باردة رائعًا.,الجو الخارجي,location general,restaurant,explicit
الخدمة جيدة و الأجواء جيدة لموعد أو نزهة جماعية.,الخدمة | الأجواء,service general | ambience general,restaurant,explicit | explicit
الطعام الآن غير متناسق.,الطعام,food quality,restaurant,explicit
بشكل عام كان الطعام جيدًا - باهظ الثمن قليلاً، ولكنه طازج.,الطعام | الطعام | الطعام,food quality | food quality | food prices,restaurant,explicit | explicit | explicit
ومع ذلك، فإن هذا المبلغ البالغ 120 دولاراً لشخصين لا يمثل قيمة بأي حال من الأحوال، إلا إذا كنت تبحث عن الدفع بالساعة مقابل التعذيب السلبي العدواني.,NULL | NULL,restaurant prices | service general,restaurant,implicit | implicit
يبدو أن الخوادم في مزرعة Flatbush قد أتقنوا تلك التقنية المروعة التي تجعلك تشعر بالذنب والخجل لأنك تكرمت بجذب انتباههم.,الخوادم,service general,restaurant,explicit
إنه أحد أجمل المطاعم الخارجية التي رأيتها على الإطلاق في نيويورك - أنا من إيطاليا وهذا المكان ينافس الأماكن الموجودة في بلدي.,المطاعم الخارجية,ambience general,restaurant,explicit
الأسعار مرتفعة للغاية بالنسبة لهذا المكان الضيق وغير الجذاب مطعم.,مطعم | مطعم | مطعم,restaurant prices | ambience general | ambience general,restaurant,explicit | explicit | explicit
نموذج مثالي شريحة من بيتزا نيويورك.,شريحة من بيتزا نيويورك,food quality,restaurant,explicit
لكن الموظفين كانوا سيئين للغاية معنا.,الموظفين,service general,restaurant,explicit
اخترت سمك القد الأسود المشوي كطبق رئيسي، والذي التهمته تمامًا بينما علق أحدهم أن طبق سمك السلمون المشوي كان أفضل.,سمك القد الأسود المشوي | طبق سمك السلمون المشوي,food quality | food quality,restaurant,explicit | explicit
أحب الجو - شعرت وكأنني كنت في باريس.,الجو,ambience general,restaurant,explicit
واحد منا أحب بالفعل اسبريسو - هذا كل شيء.,اسبريسو,drinks quality,restaurant,explicit
ولكنهم كانوا كبارًا جدًا بالنسبة للكعكة.,NULL,food style_options,restaurant,implicit
البيتزا لذيذة والمالك هو أحد الأجمل في مدينة نيويورك.,البيتزا | المالك,food quality | service general,restaurant,explicit | explicit
في المساء، كان هذا المكان يجذب مجموعة من الأشخاص الذين يرتدون ملابس أنيقة، ومعهم نيويورك حشد.,حشد,restaurant miscellaneous,restaurant,explicit
موصى به بشدة .,NULL,restaurant general,restaurant,implicit
على أية حال، هذا هو مكان سوف أتأكد من التوقف عنده مرة أخرى عندما أكون في هذا الجزء من المدينة.,مكان,restaurant general,restaurant,explicit
بالنسبة لي الأطباق زيتية قليلاً، ولكن تجربة تناول الطعام بشكل عام جيدة.,الأطباق | NULL,food quality | restaurant general,restaurant,explicit | implicit
طاقم الانتظار غير مقدر لعملك بشكل صارخ ولكنه الأفضل فطيرة في UWS!,طاقم الانتظار | فطيرة,service general | food quality,restaurant,explicit | explicit
لا يمكنك أن تخطئ هنا .,NULL,restaurant general,restaurant,implicit
اعتقدت أن المطعم كان لطيفًا ونظيفًا.,المطعم | المطعم,restaurant general | ambience general,restaurant,explicit | explicit
انا احب هذا المكان,المكان,restaurant general,restaurant,explicit
سوف نعود في كل مرة نكون في المدينة.,NULL,restaurant general,restaurant,implicit
ميزو هي موطن للإبداعات والفريدة لفات التي لا يمكن العثور عليها في أي مكان آخر.,لفات,food style_options,restaurant,explicit
والأمر الأكثر إثارة للدهشة هو أن السبب الرئيسي وراء مجيئنا إلى مطعمك كان من أجل راقصات البطن وفقدنا العرض الأول لأننا لم نكن جالسين بعد وكانت الراقصة الشرقية الثانية ترقص فقط على طاولتين في الجزء الخلفي من المطعم ولم تتمكن من الوصول إلى النصف الآخر من المطعم.,NULL,service general,restaurant,implicit
لكن الخدمة فظيعة!,الخدمة,service general,restaurant,explicit
أنا في الواقع أشعر بالإهانة لأنني أنفقت الكثير من المال على مثل هذه التجربة السيئة.,NULL | NULL,restaurant general | restaurant prices,restaurant,implicit | implicit
إنه مكان يمكنك أن تأكل فيه وتكون سعيدًا.,NULL,restaurant general,restaurant,implicit
لقد حاولنا من قبل ولكنه كان دائمًا ممتلئًا ولا يقبل الحجوزات.,NULL,restaurant miscellaneous,restaurant,implicit
أعتقد أنها عملية تجارية رائعة ومُدارة بشكل جيد للغاية.,NULL,restaurant general,restaurant,implicit
الأسعار عادلة في جميع المجالات لكل من الطعام و المشروبات.,الطعام | المشروبات,food prices | drinks prices,restaurant,explicit | explicit
يرفضون استضافة مجموعات مكونة من 3 أشخاص أو أكثر في عطلات نهاية الأسبوع.,NULL,service general,restaurant,implicit
مذهل,NULL,restaurant general,restaurant,implicit
إذا كنت تخطط للحضور إلى هنا، فتأكد من أن موعدك هو شخص تحبه حقًا لأنك ستُصطحب إلى أكشاك خاصة حيث لن يكون هناك أشخاص أو يشاهدون الطعام (اختر تلك الموجودة في مستوى الأرض والتي تحتوي على أسقف زجاجية حتى تتمكن من رؤية النجوم في السماء!).,أكشاك خاصة,ambience general,restaurant,explicit
كان الطعام رائعًا ولذيذًا، لكن مساحة الجلوس كانت صغيرة جدًا، لا أحب أن أكون مكتظًا في الزاوية.,الطعام | الطعام | مساحة الجلوس,food quality | food quality | ambience general,restaurant,explicit | explicit | explicit
لم أشعر أبدًا بالاشمئزاز من الطعام و الخدمة على حد سواء.,الطعام | الخدمة,food quality | service general,restaurant,explicit | explicit
سعر معقول للغاية وممتاز محيط!,محيط | NULL,ambience general | restaurant prices,restaurant,explicit | implicit
بالنسبة لي، إنه يجسد منطقة سوهو، لطيفة، فنية، ومثيرة للاهتمام.,NULL | NULL | NULL,ambience general | ambience general | ambience general,restaurant,implicit | implicit | implicit
