sentence,aspect,category,domain,type
لقد وصلنا متأخرين لتسجيل الوصول في الفندق (قبل منتصف الليل بقليل)، ومع ذلك لم تكن غرفتنا  جاهزة لنا بعد.,غرفتنا.,service general,hotel,explicit
ممتاز لقد قضينا عطلة نهاية الأسبوع هنا,NULL,hotel general,hotel,implicit
ليس سيئا إلى هذا الحد.,NULL,NULL,hotel,implicit
غرفة 4136 في منطقة القرية,غرفة,rooms design_features,hotel,explicit
ومع ذلك، حتى أنهم كانوا راضين عن الإقامة لأنهم وفروا المال وكان الموقع مثاليًا لأذواقنا.,الموقع,location general,hotel,explicit
مقابل 50 جنيهًا إسترلينيًا لليلة في وسط سان فرانسيسكو، يعد هذا فندق بالتأكيد اكتشافًا.,فندق,hotel general,hotel,explicit
كانت آن في مكتب الاستقبال لطيفة ومتعاونة بشكل خاص.,مكتب الاستقبال,service general,hotel,explicit
ماكسويل لديه سحر سان فرانسيسكو القديم، أنا شخصياً أفضل سحر ماكسويل على الشعور المؤسسي لفندق كبير جديد.,ماكسويل,hotel design_features,hotel,explicit
هذا فندق كبير فندق بيج دولي.,فندق بيج دولي,hotel design_features,hotel,explicit
هذا هو في الواقع عمل فندق مع منطقة نظيفة ومتطورة منطقة استقبال واحترافية للغاية موظفين وحديثة الحجم غرف وحمام غرف.,فندق | منطقة استقبال | موظفين | غرف | حمام غرف,hotel cleanliness | facilities design_features | service general | rooms design_features | rooms design_features,hotel,explicit | explicit | explicit | explicit | explicit
لقد جعل هذا (الفندق 1) إقامتنا في سان فرانسيسكو مثالية.,الفندق,hotel general,hotel,explicit
طاقم عمل رائع وودود وغرف نظيفة للغاية!,NULL,NULL,hotel,implicit
تناولت الطعام في مطعم Saraceno في North End وفي مطعم The Four Seasons - كلاهما رائعان.,NULL,NULL,hotel,implicit
من الصعب للغاية العثور على الفندق بسبب عنوانه الغامض؛ فوفقًا لجهاز تحديد المواقع العالمي (GPS) في سيارتنا المستأجرة، لم يكن العنوان موجودًا على الإطلاق.,NULL,location general,hotel,implicit
باعتباري مسافر عمل مباشر، كان هذا المكان يشتت انتباهي الموقع، مع مستوى منخفض من الضوضاء، وهو ما كنت لأتحمله لو كنت في إجازة أيضًا، ولكن كان من الصعب ألا أشعر بالانزعاج عندما كان لدي اجتماعات في الساعة 7:30 صباحًا.,الموقع,location general,hotel,explicit
كانت زوجتي تستخدم العكازات (أصيبت بالتواء في الركبة قبل ساعات فقط من الرحلة) وعلى الرغم من أننا كنا هناك لليلة واحدة فقط قبل رحلتنا البحرية وتم منحنا غرفة أكثر استيعابًا دون أي تكلفة إضافية!,NULL,service general,hotel,implicit
وصلت بعد رحلة شاقة من ميلانو إلى فندق Gallery Art المريح والراقي المزود بتكييف هواء من الدرجة الأولى (وهو أمر ضروري في منتصف شهر أغسطس). وعلى النقيض من الفنادق الإيطالية الأخرى التي زرتها، كان الموظفون  رائعين ومتعاونين بشكل رائع في جميع الأوقات.,الموظفون | الموظفون,service general | service general,hotel,explicit | explicit
فندق جميل وكلاسيكي مع موقع جيد,فندق | موقع جيد,hotel general | location general,hotel,explicit | explicit
لائق ومريح  غرف يوفر إقامة لائقة.,NULL | غرف | غرف,hotel comfort | rooms quality | rooms comfort,hotel,implicit | explicit | explicit
رائع فندق أقمت في هذا الفندق الممتاز لقضاء إجازة قصيرة في المدينة.,فندق,hotel general,hotel,explicit
لقد قضينا ثلاثة أيام هناك واتبعنا الكتيب - وهي طريقة رائعة لرؤية جميع المعالم السياحية.,NULL,NULL,hotel,implicit
سوف نعود قريبا بالتأكيد!,NULL,hotel general,hotel,implicit
لن يفاجئك C، لكنه يغطي الأساسيات بسهولة: مع غرفة لطيفة ونظيفة غرفة وبعض الإضافات الممتعة مثل مستلزمات الاستحمام من Bath and Body Works، ومرآة مكبرة ثانية في الحمام غرفة، وما إلى ذلك.,غرفة | غرفة | غرفة,rooms cleanliness | rooms comfort | rooms design_features,hotel,explicit | explicit | explicit
لقد أظهر موظفو الفندق والمدير على وجه الخصوص تفهمًا كبيرًا وخدمة عملاء ممتازة خدمة.,خدمة,service general,hotel,explicit
الموقع رائع .,الموقع,location general,hotel,explicit
امتدادات لاحقة,NULL,NULL,hotel,implicit
جدير بالثناء,NULL,hotel general,hotel,implicit
وأود بالتأكيد أن أوصي الناس بالبقاء هنا وسأعود بالتأكيد مرة أخرى!,NULL,hotel general,hotel,implicit
كان اللوبي لطيفًا و الخدمة التي جربتها في هذا الفندق كانت ممتازة.,اللوبي | الخدمة,hotel design_features | service general,hotel,explicit | explicit
كان الفندق نظيفًا، وكان الموظفون متعاونين، وكان في موقع رائع، وجميل للغاية.,الفندق | الموظفون | موقع | موقع,hotel cleanliness | service general | location general | location general,hotel,explicit | explicit | explicit | explicit
من المدهش جدًا أن لا أحد ذكر مطعم Westway diner في شارع 9th Avenue بين شارعي 41 و42 كمكان رائع لتناول الإفطار - أو أي وجبة أخرى - فهم مفتوحون على مدار الساعة طوال أيام الأسبوع.,NULL,NULL,hotel,implicit
كانت إقامة رائعة في عيد الشكر لقد عدت للتو من الإقامة هنا خلال عطلة عيد الشكر ... 4 ليال.,NULL,NULL,hotel,implicit
السبب الذي جعلني أختار هذا الفندق هو قربه النسبي من هوليوود.,NULL,NULL,hotel,implicit
أنيق وعظيم الموظفين لقد أقمت في فندق جلوبس في مايو 2005 كمسافرة وحيدة.,فندق جلوبس | الموظفين,hotel general | service general,hotel,explicit | explicit
جميل فندق مع كل الضروريات.,فندق,hotel design_features,hotel,explicit
يقع على بعد 200 متر فقط من متجر KaDeWe والمكتب السياحي في مركز أوروبا.,NULL,NULL,hotel,implicit
عطلة عيد الشكر في مدريد,NULL,NULL,hotel,implicit
جديد فندق مع أماكن إقامة لطيفة,فندق,hotel general,hotel,explicit
لم يكن من الممكن أن يكون أفضل من ذلك، لقد أقمنا لمدة 3 ليالٍ في منتصف أبريل.,NULL,NULL,hotel,implicit
لم أتناول الطعام في مطعم Silks الموجود في hotel، ولكن كل شيء آخر في hotel كان على أعلى مستوى.,hotel,hotel general,hotel,explicit
جيد فندق، رائع موقع قريب من عروض برودواي.,موقع | فندق,location general | hotel general,hotel,explicit | explicit
مقابل الشاطئ وعلى بعد 5 دقائق من لا رامبلاس.,NULL,location general,hotel,implicit
"لقد تم الرد على طلبي للصحيفة المفقودة بقولها ""سوف تصل هنا"".",NULL,facilities general,hotel,implicit
كان لدى المدير (شخص ما) الجرأة ليطلب منا الانتقال إلى غرفة أخرى حيث أن الغرفة مخصصة لشخص آخر وقال إن الموظفين السابقين الذين سجلوا وصولنا كانوا جددًا.,المدير,service general,hotel,explicit
لقد أصبح فندق نوفوتيل واحدًا من الفنادق المفضلة لديّ - فهو يتمتع بقيمة جيدة باستمرار وموقع وتصميم جيد.,NULL,NULL,hotel,implicit
لا يمكنك التغلب على موقع الفندق - على بعد نصف كتلة من تايمز سكوير وفي وسط كل شيء.,الفندق,location general,hotel,explicit
مكان ممتاز!,NULL,hotel general,hotel,implicit
مكان جيد للإقامة لقد أقمنا في هذا الفندق لمدة 5 أيام (22 - 28 أبريل 2006).,NULL,NULL,hotel,implicit
ويقع أيضًا بالقرب جدًا مركز بيفرلي للتسوق.,NULL,NULL,hotel,implicit
"الفخامة مع ابتسامة لمسة من الفخامة ولكن مع روح الدعابة وبدون ""التكلف"" الذي قد تتوقعه من مثل هذه المجموعة الشهيرة الفندق.",الفندق,hotel quality,hotel,explicit
كانت الأسعار في البار مرتفعة (800 مل من الماء 5 جنيهات إسترلينية!). إغلاق الأبواب شرس بعض الشيء وكان هناك أصوات طرقات منتظمة عند إغلاق الأبواب (لكنها لم تمنعنا من النوم)!. قريب جدًا من مترو أنفاق تاور هيل ويسهل الوصول إلى وسط المدينة.,NULL | إغلاق الأبواب | NULL | NULL,food_drinks prices | service general | location general | location general,hotel,implicit | explicit | implicit | implicit
وكان رفيقاه في السفر يحملان جوازات سفرهما، ولم يتمكنا من الدخول إلى غرفتهما حتى وصل في المساء.,NULL,service general,hotel,implicit
أنيق للغاية ولكنه يفتقر إلى الفندق الخدمات,الخدمات,service general,hotel,explicit
إقامة ليلتين في الطريق إلى داتاي في لانكاوي رافلز,NULL,NULL,hotel,implicit
لقد أقمنا في هذا (الفندق 1) مع الأصدقاء.,الفندق,hotel general,hotel,explicit
كان الموظفين ودودين للغاية ومتعاونين.,الموظفين,service general,hotel,explicit
بشكل عام، أوصي بالإقامة في هذا الفندق.,الفندق,hotel general,hotel,explicit
فندق سوفيتيل ميامي ستايل,NULL,NULL,hotel,implicit
الموقع ممتاز ويقع على بعد دقائق فقط من قلب تايم سكوير.,الموقع,location general,hotel,explicit
فندقي المفضل الفندق في باريس بعد البحث في العديد من المواقع الإلكترونية بحثًا عن الفندق المثالي الفندق للاحتفال بالذكرى السنوية الفضية لزواجنا، عثرنا على فندق Duquesne Eiffel Paris.,الفندق,hotel general,hotel,explicit
الموقع جيد فقط، ليس كذلك,الموقع,location general,hotel,explicit
كانت الغرف نظيفة ولكنها صغيرة جدًا.,NULL,NULL,hotel,implicit
لم أجرب المطعم أو وجبة الإفطار.,NULL,facilities general,hotel,implicit
يخبرونك بكيفية الوصول إلى الأماكن، وأيضًا الفندق نظيف للغاية، وهذا ما أبحث عنه في الفندق.,الفندق,hotel cleanliness,hotel,explicit
إن الحي في مرحلة انتقالية، ولكنني مازلت لا أرغب في التجول بعد حلول الظلام.,NULL,NULL,hotel,implicit
سأبقى بالتأكيد في هذا الفندق إذا قمنا بزيارة برشلونة مرة أخرى.,الفندق,hotel general,hotel,explicit
لقد حظينا أنا وزوجتي بفرصة الإقامة في العديد من الفنادق الرائعة حول العالم، ومن الصعب أن نتخيل فندقًا أفضل منها.,NULL,NULL,hotel,implicit
كان هذا أول مكان عند وصولنا إلى فينيكس قبل جولة القيادة الخاصة بنا وقد أعجبنا به للغاية لدرجة أننا حجزنا غرفة لليلتين قبل العودة بالطائرة من فينيكس إلى هولندا.,NULL,NULL,hotel,implicit
يقع بالقرب من برج الفضاء، ولكن ليس في منطقة كنت أشعر بالراحة عند المشي فيها.,NULL,NULL,hotel,implicit
الجو رومانسي جدًا والخدمة كانت رائعة.,الخدمة | NULL,service general | facilities design_features,hotel,explicit | implicit
كان راضيا تماما.,NULL,NULL,hotel,implicit
كان الموظفون مفيدين للغاية، ويقع بجوار وسائل النقل العام وعلى بعد بضعة صفوف من التلفريك.,الموظفون | NULL,service general | location general,hotel,explicit | implicit
سأوصي بهذا الفندق لأي شخص!,NULL,hotel general,hotel,implicit
حصل هذا الفندق على درجة ممتازة في جميع النواحي...,الفندق,hotel general,hotel,explicit
بعد يوم طويل بارد في المدينة,NULL,NULL,hotel,implicit
لقد قضينا هناك 3 ليالي في فبراير ومع الوقت المحدود الموقع كان الأمر مهمًا للغاية - وكان هذا الفندق هو الخيار الأمثل.,الموقع | الفندق,location general | hotel general,hotel,explicit | explicit
ولكن عندما قمت بالتحقق أدركت أن الأمر ليس كذلك.,NULL,NULL,hotel,implicit
صغير الحجم  غرف ولكنه مريح للغاية ومصمم بشكل جيد.,غرف | غرف | غرف,rooms design_features | rooms comfort | rooms design_features,hotel,explicit | explicit | explicit
الموظفين ودودون للغاية.,الموظفين,service general,hotel,explicit
وجهة نظر وكيل السفر الرسمي موظفو مكتب الاستقبال غير متجاوبين على الإطلاق مع العملاء من الشركات,موظفو مكتب الاستقبال,service general,hotel,explicit
فندق أدلون تم تصنيفه كواحد من أفضل 5 فنادق في أوروبا، ولسبب وجيه!,فندق أدلون,hotel general,hotel,explicit
(تم ترقيتنا إلى غرفة جميلة غرفة بإطلالة رائعة).,غرفة | غرفة,rooms general | rooms design_features,hotel,explicit | explicit
ممتاز إقامة، لطيف سبا، جيد طعام، ودود للغاية موظفون وبأسعار معقولة جدًا.,إقامة | سبا | طعام | موظفون | NULL,hotel general | facilities general | food_drinks quality | service general | hotel prices,hotel,explicit | explicit | explicit | explicit | implicit
يقع على بعد خمس دقائق سيراً على الأقدام من الكاتدرائية والعديد من المطاعم الممتازة في الشوارع الجانبية مما يجعله خياراً قوياً للغاية.,NULL | NULL,location general | location general,hotel,implicit | implicit
لقد بقينا أنا وزوجي لمدة ثلاث ليالٍ وفي كل ليلة طلبنا الترقية ولكن الفندق يبدو أنه ممتلئ دائمًا لذا كن مستعدًا واحجز نوع الغرفة الذي تريده مبكرًا.,الفندق,hotel miscellaneous,hotel,explicit
يجب أن يؤخذ هذا الخطر في الاعتبار عند اتخاذ قرارك بشأن ما إذا كنت ستبقى بالقرب من لاس رامبلاس.,NULL,NULL,hotel,implicit
لقد حصلنا على جناح مكون من غرفة نوم واحدة مع مطبخ كامل وهو أمر رائع!,NULL | NULL,rooms general | room_amenities general,hotel,implicit | implicit
كل شيء منذ وصولنا حتى مغادرتنا سار بسلاسة.,NULL,NULL,hotel,implicit
مهم لمن يحب النوم متأخرا,NULL,NULL,hotel,implicit
كانت غرفتي  واسعة ونظيفة ومفروشة بشكل جيد وتحتوي على تلفزيون بشاشة مسطحة.,غرفتي | غرفتي | NULL,rooms design_features | rooms cleanliness | room_amenities design_features,hotel,explicit | explicit | implicit
مبالغ في تقييمه مقابل السعر الذي تدفعه، تأكد من الحصول على واحدة من الأفضل الغرف.,الغرف,rooms prices,hotel,explicit
ووجدنا صعوبة في النوم في بعض الأحيان.,NULL,rooms comfort,hotel,implicit
اعتقدت أيضًا أن المسبح سيكون مجانيًا لنزلاء الفندق لكنه يكلف 1000 ين للشخص الواحد!,NULL,NULL,hotel,implicit
كان الحدث في حد ذاته لا يصدق؛ كان كل شيء مثاليًا ولم يكن بإمكان الموظفين أن يكونوا أكثر انتباهاً.,NULL | الموظفين,hotel miscellaneous | service general,hotel,implicit | explicit
باعتباري مسافرة بمفردها، يجب أن أعترف بأن الفندق يولي اهتمامًا كبيرًا بضيوفه...,الفندق,service general,hotel,explicit
لقد وجدته مريحًا للغاية فندق.,فندق,hotel general,hotel,explicit
يجب عليك الذهاب في جولة سيرًا على الأقدام، وشراء دليل للمدينة القديمة من مكتب استقبال الفندق.,NULL,NULL,hotel,implicit
الغرفة كانت واسعة وتطل على الفناء.,الغرفة | الغرفة,rooms design_features | rooms design_features,hotel,explicit | explicit
لا يمكن أن أجد فيه أي خطأ على الإطلاق.,NULL,NULL,hotel,implicit
كان الديكور حديثاً وجميلاً حقاً، وكان (الفندق 3) نظيفاً والأسرة مريحة.,الفندق | الفندق | الفندق | الفندق,rooms design_features | rooms general | hotel cleanliness | rooms comfort,hotel,explicit | explicit | explicit | explicit
كما يقولون، تحصل على ما تدفعه مقابله - وقد حصلنا على الأفضل.,NULL,NULL,hotel,implicit
ودود ومريح وترحيبي لقد أمضيت مؤخرًا إقامة ممتازة في هذا الفندق الودود والمريح فندق.,فندق | فندق | فندق | فندق | فندق | فندق,hotel quality | hotel comfort | hotel quality | hotel quality | hotel comfort | hotel general,hotel,explicit | explicit | explicit | explicit | explicit | explicit
ليس أسوأ فندق على الإطلاق...,NULL,NULL,hotel,implicit
الموقع كان رائعًا، استمتعت حقًا بالممشى النهري وHarrahs عبر الشارع.,الموقع,location general,hotel,explicit
أوصي بشدة بهذا الفندق!,الفندق,hotel general,hotel,explicit
بخلاف ذلك كان الفندق ممتازًا بما في ذلك الإفطار و الموقع.,الفندق | الإفطار | الموقع,hotel general | food_drinks quality | location general,hotel,explicit | explicit | explicit
بشكل عام، كان ممتازًا وأود أن أوصي به لأي شخص يرغب في الإقامة في لندن.,NULL,hotel general,hotel,implicit
وفي قلب فلورنسا .,NULL,location general,hotel,implicit
أفضل المتاجر في برشلونة موجودة على عتبة بابك مباشرةً، ولا تنسَ أن تسأل عن توصيات التسوق في مكتب الاستقبال.,NULL,NULL,hotel,implicit
الغرف تشبه الغرف في الفنادق، لكنها تتمتع بإطلالات رائعة على المدينة، وخاصة عند غروب الشمس والفجر.,الغرف | الغرف,rooms design_features | rooms miscellaneous,hotel,explicit | explicit
أثناء السفر على طول الطريق السريع الممتد من بيلينجهام، واشنطن إلى سان دييغو، كاليفورنيا، قمنا بالحجز وأقمنا في فندق Seattle Quality Inn Suites.,NULL,NULL,hotel,implicit
تم حجز ليلة واحدة فقط لأربعة أشخاص ولكن تم الانتقال إلى كولون بدلاً من ذلك، وهو مكان أفضل كثيرًا,NULL,NULL,hotel,implicit
لقد أقمنا لمدة ليلتين في أوائل أبريل ووجدنا أن الفندق في موقع جيد مع أماكن إقامة مريحة.,الفندق | أماكن إقامة مريحة,location general | rooms comfort,hotel,explicit | explicit
ممتاز الموقع و الخدمة ممتاز الموقع على الواجهة البحرية.,الموقع | الخدمة | الموقع,location general | service general | location general,hotel,explicit | explicit | explicit
جيد الموقع في منطقة الأعمال المركزية، ولكن ليس المكان الذي سأذهب إليه للترفيه.,الموقع,location general,hotel,explicit
كان البواب في هذا الفندق لطيفًا جدًا لدرجة أنه قدم لي النصيحة حول كيفية العثور على أحذية مريحة - فقد أرشدني إلى موقع ويب رائع حيث وجدت منذ ذلك الحين أحذية مريحة للمشي: [ - - ],البواب,service general,hotel,explicit
الضيافة هي الكلمة هنا - بدءًا من إيمي الشخص المسؤول عن تسجيل وصولنا.,NULL,service general,hotel,implicit
إذا كنت تبحث عن فندق في موقع مركزي جيد حقًا، مع شعور بالفخامة وخدمة ودية، أود أن أقول إن هذا هو الفندق الذي تبحث عنه إذا كنت تستطيع تحمل أسعاره.,NULL,NULL,hotel,implicit
شخصيًا كان لطيفًا ومهتمًا بالخدمة، رغم ذلك.,شخصيًا | شخصيًا,service general | service general,hotel,explicit | explicit
لذلك أردنا ترتيب بعض الرحلات بسرعة - لكن موظف الاستقبال غير الودود للغاية رفض مساعدتنا بشكل قاطع، أو حتى السماح لنا باستخدام الهاتف للاتصال بشركات الرحلات السياحية.,NULL,service general,hotel,implicit
يوجد مطعم ممتاز بالقرب من الفندق (المنظر الذهبي) الذي يطل على نهر أرنو.,NULL,location general,hotel,implicit
نيس فندق,فندق,hotel general,hotel,explicit
الإفطار هو بالضبط ما تتوقعه وهو جيد تمامًا مع الكثير من القهوة الساخنة والقوية.,الإفطار | الإفطار | الإفطار,food_drinks quality | food_drinks quality | food_drinks style_options,hotel,explicit | explicit | explicit
كان الموظفون ودودين ومتعاونين، وكانت الغرف نظيفة وجميلة، وكان الإفطار ممتازًا!,NULL,NULL,hotel,implicit
هذا ممتاز فندق - رائع موظفين و خدمة.,فندق | موظفين | خدمة,hotel general | service general | service general,hotel,explicit | explicit | explicit
ولكن هذا لم يمنعك من النوم.,NULL,NULL,hotel,implicit
سأعود بالتأكيد,NULL,NULL,hotel,implicit
لم يسبق لي أن حصلت على تجربة مثل هذه في أي (فندق 1) في حياتي!,فندق,hotel general,hotel,explicit
على الرغم من أنه يقع على مقربة من شارع لا رامبلا، إلا أنه لا يمكنك سماع أي ضوضاء من الشارع.,NULL | NULL,hotel comfort | location general,hotel,implicit | implicit
لقد قضينا إقامة ممتعة في سورينتو.,سورينتو,hotel general,hotel,explicit
وجبة الإفطار باهظة الثمن بشكل لا يصدق ومن الأفضل الذهاب إلى أحد المخابز أو المقاهي الموجودة بالجوار.,وجبة الإفطار,food_drinks prices,hotel,explicit
لا يوجد تكييف، غير مرتب الخدمة، غير آمن الحي، صاخب للغاية الممرات (الأبواب تغلق تلقائيًا)، يمكنني الاستمرار والمواصلة والمواصلة.,NULL | الخدمة | الحي | الممرات,room_amenities general | service general | location general | hotel comfort,hotel,implicit | explicit | explicit | explicit
سوف نبقى هنا مرة أخرى دون أي تحفظات.,NULL,hotel general,hotel,implicit
سأوصي بهذا الفندق بالتأكيد.,NULL,NULL,hotel,implicit
الفندق لديه الكثير من المميزات والغرف كانت نظيفة.,الفندق | الغرف,hotel design_features | rooms cleanliness,hotel,explicit | explicit
يوجد أيضًا جهاز كمبيوتر للوصول إلى الإنترنت وهو أمر مفيد.,NULL,NULL,hotel,implicit
"showReview(19631985, 'كامل');",NULL,NULL,hotel,implicit
عظيم !,NULL,hotel general,hotel,implicit
لقد وجدنا فندقًا جديدًا.,NULL,NULL,hotel,implicit
كما هو الحال دائمًا، جون، وأيمي، وآني، وسيندي، وإريك، وليزا يعتنون بنا جيدًا.,NULL,service general,hotel,implicit
بعد الكثير من النقاش، وجدوا لنا (غرفة 1) مواجهة لحائط من الطوب، ولم يعرضوا علينا نقلها أبدًا.,غرفة | غرفة,rooms general | service general,hotel,explicit | explicit
صغيرة إلى حد ما غرف، ولكن مهلا ...,غرف,rooms design_features,hotel,explicit
اعتقدت أن هناك بعض الأشياء التجميلية (الطلاء، على سبيل المثال) التي يمكن القيام بها ولكن بشكل عام، كان مكانًا رائعًا للإقامة.,NULL | NULL,hotel general | hotel design_features,hotel,implicit | implicit
كان تسجيل الوصول سهلاً وكان الموظفون متعاونين.,الموظفون,service general,hotel,explicit
إمكانية الوصول بالمصعد، استقبال على مدار 24 ساعة.,NULL | NULL,facilities general | service general,hotel,implicit | implicit
>بداية مثالية موقع رائع يوفر قيمة ممتازة مقابل المال.,موقع | NULL | NULL,location general | hotel prices | hotel general,hotel,explicit | implicit | implicit
كورت وباولا ميسكا آن أربور، ميشيغان، الولايات المتحدة الأمريكية,NULL,NULL,hotel,implicit
(اترك وقتًا إضافيًا حتى يتمكن موظف الاستقبال من مناداتك!!!) سنعود بالتأكيد إلى هذا الفندق.,NULL,NULL,hotel,implicit
جيد فندق .,فندق,hotel general,hotel,explicit
استمتعنا بإقامتنا!,NULL,hotel general,hotel,implicit
