sentence,aspect,category,domain,type
في الطرف الأعلى لـ Chromebook، لكنه كان يبدو لطيفًا حقًا وكان به ميزات ومراجعات جيدة، كنت أحبه حتى فشل الطاقة في نوفمبر الماضي.,Chromebook | Chromebook | Chromebook | الطاقة,LAPTOP#DESIGN_FEATURES | LAPTOP#DESIGN_FEATURES | LAPTOP#DESIGN_FEATURES | POWER_SUPPLY#OPERATION_PERFORMANCE,laptop,explicit | explicit | explicit | explicit
لقد كان هذا جيدًا حقًا الكمبيوتر مقابل المال.,الكمبيوتر,LAPTOP#PRICE,laptop,explicit
لقد اخترت asus vivobook استنادًا إلى المواصفات الجيدة، القرص الصلب وذاكرة الوصول العشوائي، والمراجعات، ولأنني أستطيع دفع ثمنه على مدى عدة أشهر.,asus vivobook | القرص الصلب | ذاكرة الوصول العشوائي | المواصفات,LAPTOP#PRICE | HARDWARE#GENERAL | MEMORY#GENERAL | LAPTOP#DESIGN_FEATURES,laptop,explicit | explicit | explicit | explicit
هذا أمر لا يصدق .,NULL,LAPTOP#GENERAL,laptop,implicit
كنت بحاجة إلى جهاز Chromebook صغير لاستخدام الويب الخفيف أثناء السفر وهذا الجهاز اللوحي يعمل بشكل جيد ولكن بالنظر إلى السعر كنت أتوقع إضاءة أفضل المعالج و لوحة المفاتيح.,المعالج | لوحة المفاتيح,CPU#PRICE | KEYBOARD#PRICE,laptop,explicit | explicit
أنا سعيد جدًا بهذا العنصر .,العنصر,LAPTOP#GENERAL,laptop,explicit
الإيجابيات: حجم لطيف، شاشة واضحة : سريع في التشغيل، عملي للغاية وسهل الاستخدام.,NULL | شاشة | NULL | NULL,LAPTOP#DESIGN_FEATURES | DISPLAY#GENERAL | LAPTOP#OPERATION_PERFORMANCE | LAPTOP#USABILITY,laptop,implicit | explicit | implicit | implicit
لم يتم تشغيل المراوح بصوت عالٍ على الإطلاق.,المراوح,FANS&COOLING#OPERATION_PERFORMANCE,laptop,explicit
هذا العنصر عمره شهرين و زر الطاقة لا يعمل بشكل متكرر.,زر الطاقة,Out_Of_Scope#OPERATION_PERFORMANCE,laptop,explicit
* متين للغاية مبني وينتقل بشكل جيد من وضع الكمبيوتر المحمول إلى وضع الجهاز اللوحي.,مبني | الكمبيوتر المحمول | الجهاز اللوحي,LAPTOP#QUALITY | LAPTOP#DESIGN_FEATURES | LAPTOP#DESIGN_FEATURES,laptop,explicit | explicit | explicit
جيد عمر البطارية,عمر البطارية,BATTERY#QUALITY,laptop,explicit
بشكل عام، أستطيع أن أعيش مع هذا الجهاز باعتباره الجهاز الوحيد الجهاز إذا كان عليّ ذلك.,الجهاز,LAPTOP#GENERAL,laptop,explicit
بشكل عام، إنه جهاز جيد المظهر كمبيوتر محمول لا يرقى إلى مستوى الجودة العالية (لوحة مفاتيح بإضاءة خلفية، شاشة رخيصة الجودة، لوحة مفاتيح مرنة).,كمبيوتر محمول,LAPTOP#DESIGN_FEATURES,laptop,explicit
شاشة الكمبيوتر المحمول تصبح فارغة بعد أربعة أسابيع من الاستخدام البسيط.,شاشة الكمبيوتر المحمول,DISPLAY#OPERATION_PERFORMANCE,laptop,explicit
أستطيع التعايش مع صوت طقطقة مكبر الصوت حيث كل ما علي فعله هو تسجيل الخروج ثم تسجيل الدخول مرة أخرى لإصلاحه لمدة أسبوع تقريبًا.,مكبر الصوت,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,laptop,explicit
بخلاف ذلك أنا سعيد بـ الأداء.,الأداء,LAPTOP#GENERAL,laptop,explicit
لقد استخدمت هذا الكمبيوتر المحمول بشكل أساسي للعب Counterstrike وPubg والذي كان يعمل بشكل جيد حتى حدث تلف في محرك Optane.,الكمبيوتر المحمول | محرك Optane,LAPTOP#GENERAL | GRAPHICS#GENERAL,laptop,explicit | explicit
لن يتم شحنه على الإطلاق!,NULL,BATTERY#OPERATION_PERFORMANCE,laptop,implicit
لقد مضى عليه 3 ساعات الآن ولم يتم إنجاز سوى 17٪ منه.,NULL,OS#OPERATION_PERFORMANCE,laptop,implicit
لقد خدمتني بشكل جيد للغاية منذ ذلك الحين.,NULL,LAPTOP#OPERATION_PERFORMANCE,laptop,implicit
إنه سريع للغاية ويتعامل مع ألعاب مثل Skyrim و The Witcher 3 بسلاسة مدهشة بالنسبة للسعر الذي دفعته.,NULL | NULL | NULL,LAPTOP#OPERATION_PERFORMANCE | LAPTOP#OPERATION_PERFORMANCE | LAPTOP#PRICE,laptop,implicit | implicit | implicit
على الرغم من ذلك، فإن شاشة اللمس رائعة وتشعر بأنها بديهية للغاية.,شاشة اللمس | شاشة اللمس,DISPLAY#GENERAL | DISPLAY#GENERAL,laptop,explicit | explicit
ملخص المشكلة: الأعطال المتكررة,NULL,LAPTOP#OPERATION_PERFORMANCE,laptop,implicit
إنه مفيد جدًا وسريع جدًا.,NULL | NULL,LAPTOP#GENERAL | LAPTOP#OPERATION_PERFORMANCE,laptop,implicit | implicit
الآن بعد مرور بضعة أسابيع الشاشة ماتت مرة أخرى.,الشاشة,DISPLAY#GENERAL,laptop,explicit
احب كورتانا!,كورتانا,SOFTWARE#GENERAL,laptop,explicit
ليس سيئًا بالنسبة لجهاز كمبيوتر محمول أساسي أو عادي كمبيوتر محمول,كمبيوتر محمول,LAPTOP#GENERAL,laptop,explicit
عمر البطارية ليس طويلاً كما هو معلن عنه، ولكن يمكنني القيام بالحياة اليومية بشكل جيد دون حمل الشاحن في كل مكان.,عمر البطارية,BATTERY#OPERATION_PERFORMANCE,laptop,explicit
لا يزال، جهازًا مدمجًا لطيفًا للغاية Chromebook.,Chromebook | Chromebook,LAPTOP#GENERAL | LAPTOP#GENERAL,laptop,explicit | explicit
لم أكن لأتصور أبدًا أن استخدام Chromebook سيكون ممتعًا إلى هذه الدرجة.,NULL,LAPTOP#OPERATION_PERFORMANCE,laptop,implicit
الشاشة سوف تتجمد، مما يتطلب إيقاف التشغيل الكامل.,الشاشة,DISPLAY#OPERATION_PERFORMANCE,laptop,explicit
سأقول، مع ذلك، أن الشاشة سيئة نوعًا ما.,الشاشة,DISPLAY#QUALITY,laptop,explicit
acer مماثل ولكنه أكبر وأثقل.,acer | acer,LAPTOP#DESIGN_FEATURES | LAPTOP#DESIGN_FEATURES,laptop,explicit | explicit
- عمر البطارية مذهل جدًا حيث يصل إلى 10 - 11 ساعة,عمر البطارية,BATTERY#OPERATION_PERFORMANCE,laptop,explicit
مع ذلك، لم أكن معجبًا بـ دعم عملاء MSI.,دعم عملاء MSI,SUPPORT#GENERAL,laptop,explicit
كان البديل الذي حصلت عليه أفضل بكثير، لكنه لا يزال بطيئًا جدًا بالنسبة لتوقعاتي.,البديل,LAPTOP#QUALITY,laptop,explicit
كان الحل الوحيد بالنسبة لي هو المرور بعملية RMA بأكملها وإرسال الكمبيوتر المحمول مرة أخرى للإصلاح، وهو ما قد يستغرق أسابيع.,NULL,SUPPORT#GENERAL,laptop,implicit
الأفضل لابتوب بالنسبة لسعره .,لابتوب,LAPTOP#PRICE,laptop,explicit
آمل أن تتمكن هذه المراجعة من إنقاذ الآخرين من المتاعب الأولية التي تحملتها لأن Chromebook 3 يبدو رائعًا بأي طريقة أخرى.,Chromebook 3,LAPTOP#GENERAL,laptop,explicit
هذا رائع كمبيوتر محمول .,كمبيوتر محمول,LAPTOP#GENERAL,laptop,explicit
أنا أحب هذا تمامًا Chromebook!,Chromebook,LAPTOP#GENERAL,laptop,explicit
شاشة تعمل باللمس رائعة و لوحة مفاتيح ذات إضاءة خلفية رائعة.,شاشة تعمل باللمس | لوحة مفاتيح ذات إضاءة خلفية,DISPLAY#GENERAL | KEYBOARD#GENERAL,laptop,explicit | explicit
العرض مذهل و لوحة التتبع بالنقر القسري الجديدة هي إضافة رائعة.,العرض | لوحة التتبع بالنقر القسري,DISPLAY#OPERATION_PERFORMANCE | KEYBOARD#GENERAL,laptop,explicit | explicit
80% من التطبيقات هي تجربة سيئة.,التطبيقات,SOFTWARE#QUALITY,laptop,explicit
كما ترى، فإن الكابل نشط، ولكن ` ` مصباح LED للطاقة ` ` لم يكن له أي لون أبدًا.,الكابل | مصباح LED للطاقة,POWER_SUPPLY#OPERATION_PERFORMANCE | POWER_SUPPLY#QUALITY,laptop,explicit | explicit
من الواضح أنهم يعملون مع أكثر من شخص في نفس الوقت، وليسوا قادرين على أداء مهام متعددة بشكل فعال.,NULL,SUPPORT#GENERAL,laptop,implicit
لوحة تتبع الماوس ليست قياسية.,لوحة تتبع الماوس,HARDWARE#OPERATION_PERFORMANCE,laptop,explicit
1. العرض رائع؛ ومشاهدة الفيديو أمر ممتع.,العرض | العرض,DISPLAY#OPERATION_PERFORMANCE | DISPLAY#OPERATION_PERFORMANCE,laptop,explicit | explicit
يتمتع هذا الجيل الجديد من أجهزة MacBook بـ معالج سريع شاشة Retina رائع ( شاشة Retina) ودقة عالية مقاس 13 بوصة شاشة رائع توافق وغير ذلك الكثير.,معالج | شاشة Retina | شاشة | توافق,CPU#OPERATION_PERFORMANCE | DISPLAY#GENERAL | DISPLAY#QUALITY | LAPTOP#USABILITY,laptop,explicit | explicit | explicit | explicit
إنها سيارة سباق أنيقة من آلة وتدير التمرد الجديد: عاصفة رملية بكل سهولة.,آلة,LAPTOP#MISCELLANEOUS,laptop,explicit
إنه خفيف ورقيق، وبشكل عام فإن الشاشة جيدة جدًا.,NULL | NULL | الشاشة,LAPTOP#DESIGN_FEATURES | LAPTOP#DESIGN_FEATURES | DISPLAY#GENERAL,laptop,implicit | implicit | explicit
لقد تلقيت هذا كمبيوتر محمول في 30 يوليو 2018 وبحلول 5 أغسطس 2018، لم يمض حتى أسبوع واحد حتى توقف عن العمل.,كمبيوتر محمول,LAPTOP#GENERAL,laptop,explicit
جميلة العرض وتعمل بسرعة!,العرض | NULL,DISPLAY#GENERAL | LAPTOP#OPERATION_PERFORMANCE,laptop,explicit | implicit
أخبرتني شركة Apple أنها لا تستطيع طلب هذه البراغي، لذا قمت بإلقاء أموالي على هذا الكمبيوتر المحمول.,NULL | الكمبيوتر المحمول,SUPPORT#GENERAL | LAPTOP#GENERAL,laptop,implicit | explicit
هذا رائع كمبيوتر محمول .,كمبيوتر محمول,LAPTOP#GENERAL,laptop,explicit
استعدادًا لأن أصبح مستخدمًا لجهاز Chromebook، قمت بشراء بطاقة ذاكرة بسعة 256 جيجابايت بطاقة ذاكرة ونقلت جميع ملفات الكمبيوتر المحمول إليها.,بطاقة ذاكرة,MEMORY#GENERAL,laptop,explicit
الأفضل لـ: إذا كنت تبحث عن جهاز سفر كمبيوتر محمول وتخطط للقيام بعمل خفيف، فهذا شراء رائع مقابل السعر.,كمبيوتر محمول | كمبيوتر محمول,LAPTOP#PORTABILITY | LAPTOP#PRICE,laptop,explicit | explicit
لقد استخدمت هذا الكمبيوتر يوميًا لمدة 6 أشهر تقريبًا، وأقضي ساعات يوميًا عليه من أجل دورة EMT / المسعف.,الكمبيوتر,LAPTOP#USABILITY,laptop,explicit
الصوت ليس رائعًا في كلا الجهازين ولكنه سيكون كافيًا؛ على الأقل مكبرات صوت ASUS تعمل من الجانب ولا تأتي من الأسفل مثل Pro.,مكبرات صوت ASUS,MULTIMEDIA_DEVICES#DESIGN_FEATURES,laptop,explicit
الآن أصبح الأمر يشبه Windows إلى حد ما ولكنه لا يزال مختلفًا.,NULL,OS#DESIGN_FEATURES,laptop,implicit
دعم acer فظيع.,دعم acer,SUPPORT#QUALITY,laptop,explicit
أنيق، رائع لوحة مفاتيح، قابل للتحويل كمبيوتر محمول مع رائع عمر بطارية، لطيف شاشة ودعم تطبيقات Android بعد تشغيل تحديث النظام.,لوحة مفاتيح | لوحة مفاتيح | كمبيوتر محمول | عمر بطارية | شاشة | دعم تطبيقات Android,KEYBOARD#DESIGN_FEATURES | KEYBOARD#DESIGN_FEATURES | LAPTOP#DESIGN_FEATURES | BATTERY#GENERAL | DISPLAY#GENERAL | SUPPORT#GENERAL,laptop,explicit | explicit | explicit | explicit | explicit | explicit
احب هذا الكمبيوتر!,الكمبيوتر,LAPTOP#GENERAL,laptop,explicit
بشكل عام، أنا سعيد جدًا بهذا الشراء، وأنا معجب ببساطة نظام جوجل البيئي.,NULL | نظام جوجل البيئي,LAPTOP#GENERAL | Out_Of_Scope#USABILITY,laptop,implicit | explicit
أود أن أوصي بهذا الجهاز لأي شخص يريد جهازًا غير مكلف للمحتوى على الويب.,الجهاز,LAPTOP#PRICE,laptop,explicit
كنت متخوفًا بعض الشيء في البداية بشأن طلب مثل هذا المنتج الباهظ الثمن عنصر عبر الإنترنت، ولكن تم تسليمه في حالة جديدة مثالية.,عنصر | عنصر,LAPTOP#PRICE | SHIPPING#QUALITY,laptop,explicit | explicit
الكمبيوتر المحمول كان يعمل بشكل جيد حتى أقل من 3 أشهر من الاستخدام عندما توقف عن العمل ولم يعد يعمل مرة أخرى.,الكمبيوتر المحمول | الكمبيوتر المحمول,LAPTOP#OPERATION_PERFORMANCE | LAPTOP#OPERATION_PERFORMANCE,laptop,explicit | explicit
تطبيقات Adobe تستهلك الكثير من الطاقة أيضًا، ولكن هذا أمر متوقع.,تطبيقات Adobe,SOFTWARE#OPERATION_PERFORMANCE,laptop,explicit
لا يوجد شيء لا أستطيع فعله في هذا الشيء المذهل.,NULL,LAPTOP#GENERAL,laptop,implicit
إنها تحتوي على المواصفات ولكن هذا هو عيبها الرئيسي.,المواصفات,LAPTOP#GENERAL,laptop,explicit
هذا جهاز رائع كمبيوتر محمول لتصفح الويب، واستخدام سكايب، والألعاب البسيطة الأخرى.,كمبيوتر محمول,LAPTOP#OPERATION_PERFORMANCE,laptop,explicit
استغرق الأمر ساعات لاستعادة إعدادات المصنع الافتراضية، ثم تعطل مرة أخرى بعد أيام.,NULL,LAPTOP#OPERATION_PERFORMANCE,laptop,implicit
- فظيعة خدمة العملاء .,خدمة العملاء,SUPPORT#QUALITY,laptop,explicit
"وإذا بي أجد نفسي لم أقرأ كل المراجعات 1 *: الأسوأ كان من نصيب المعلمة التي طلبت الكثير من هذه الأجهزة لعدة فصول دراسية وقالت: ""أعتقد أن المشكلة في اللوحة الأم.""",اللوحة الأم,MOTHERBOARD#QUALITY,laptop,explicit
أنا أكره ويندوز 10 .,ويندوز 10,OS#GENERAL,laptop,explicit
* البطارية - لا يمكنني التحدث حقًا عن عمر البطارية حتى الآن، ولكن كمستخدم متمكن مع الكثير من علامات التبويب والعديد من التطبيقات المفتوحة، فإنها تمنحني استخدامًا لمدة 5 ساعات + حتى الآن.,NULL | عمر البطارية,BATTERY#OPERATION_PERFORMANCE | BATTERY#OPERATION_PERFORMANCE,laptop,implicit | explicit
- كاميرا الويب هي مزحة سيئة,كاميرا الويب,MULTIMEDIA_DEVICES#GENERAL,laptop,explicit
جودة الشاشة مثالية وغير لامعة لذا لا يوجد وهج مزعج!,جودة الشاشة,DISPLAY#QUALITY,laptop,explicit
بشكل عام، أنا سعيد جدًا باختياري هذا (نموذج.,نموذج,LAPTOP#GENERAL,laptop,explicit
أنا سعيد جدًا بهذا الشراء,NULL,LAPTOP#GENERAL,laptop,implicit
بالنسبة للاستخدام العادي، هذا سوف يعمل بشكل جيد بالنسبة لي.,NULL,LAPTOP#GENERAL,laptop,implicit
يمكنك مشاهدة فيديو بدقة 1080 بكسل ويبدو رائعًا.,NULL,DISPLAY#OPERATION_PERFORMANCE,laptop,implicit
يحتوي على ذاكرة سريعة جدًا 64 جيجابايت SSD وذاكرة داخلية 4 جيجابايت ذاكرة LPDDR3.,64 جيجابايت SSD | ذاكرة LPDDR3,HARD_DISC#OPERATION_PERFORMANCE | MEMORY#OPERATION_PERFORMANCE,laptop,explicit | explicit
رائع كمبيوتر محمول وبسعر جيد أيضًا!,كمبيوتر محمول | كمبيوتر محمول,LAPTOP#GENERAL | LAPTOP#PRICE,laptop,explicit | explicit
أوه، ويتم شحنه بسرعة.,NULL,POWER_SUPPLY#OPERATION_PERFORMANCE,laptop,implicit
مشغل الفيديو الأساسي يفتقد الصوت في الكثير من الأفلام، واستخدام تطبيق VLC (أندرويد) مليء بالأخطاء (يتجمد ويغلق بشكل متكرر).,مشغل الفيديو الأساسي | تطبيق VLC,SOFTWARE#OPERATION_PERFORMANCE | SOFTWARE#OPERATION_PERFORMANCE,laptop,explicit | explicit
لقد بدأ الأمر في التباطؤ منذ أسبوع.,NULL,LAPTOP#OPERATION_PERFORMANCE,laptop,implicit
أحب هذه أجهزة Chromebook!,أجهزة Chromebook,LAPTOP#GENERAL,laptop,explicit
السبب وراء تصنيف 4 نجوم هو أن سلك الطاقة المقدم لم يتم شحنه خلال شهرين.,سلك الطاقة,POWER_SUPPLY#OPERATION_PERFORMANCE,laptop,explicit
مع ذلك: إذا كنت تستطيع التعامل مع عمر البطارية القصير عمر البطارية، فلن تجد جهازًا أفضل جهازًا بهذا السعر.,عمر البطارية | جهازًا,BATTERY#GENERAL | LAPTOP#PRICE,laptop,explicit | explicit
بالنسبة للإضاءة الخلفية، أرسل لي بعض ملفات zip الخاصة بـ ATK وChipset والتي لا أعرف كيفية استخدامها والتي لا ينبغي لي استخدامها.,NULL,SUPPORT#GENERAL,laptop,implicit
أنا أحب الشعور بالولاعة نظام التشغيل ويمكنني القيام بالعديد من المهام باستخدام تطبيقات Google / المستندة إلى الويب.,نظام التشغيل,OS#OPERATION_PERFORMANCE,laptop,explicit
أقوم بشكل أساسي بتنزيل الأفلام عبر تطبيق Netflix ومشاهدتها على متن الطائرة وتصفح الإنترنت في غرف الفندق.,تطبيق Netflix,SOFTWARE#GENERAL,laptop,explicit
قم بإجراء بحثك، وتعلم كيفية تحسين تجربتك، وسوف تحب ذلك!,NULL,LAPTOP#GENERAL,laptop,implicit
جيد جدًا كمبيوتر محمول لعشاق الألعاب وتحرير الفيديوهات، أحبه,كمبيوتر محمول | كمبيوتر محمول,LAPTOP#GENERAL | LAPTOP#GENERAL,laptop,explicit | explicit
لقد قرأت الكثير عن الأشخاص الذين حصلوا على إصدارات doa من هذا المنتج من المراجعات واعتقدت أنني حصلت على نسخة جيدة جدًا حتى الآن.,NULL,LAPTOP#GENERAL,laptop,implicit
عمر البطارية ممتاز والجودة رائعة.,عمر البطارية | NULL,BATTERY#OPERATION_PERFORMANCE | LAPTOP#QUALITY,laptop,explicit | implicit
لقد جاء بالضبط كما هو معلن عنه.,NULL,LAPTOP#GENERAL,laptop,implicit
يبدو رائعا .,NULL,LAPTOP#DESIGN_FEATURES,laptop,implicit
تحديث - هذا الشيء أحبطني كثيرًا خلال الشهر الماضي لدرجة أنني رميته في سلة المهملات (حيث ينتمي).,NULL,LAPTOP#GENERAL,laptop,implicit
باعتباري أحد مستخدمي Google Chrome السابقين، يمكنني أن أخبرك أن هذا Chromebook هو تتويج للقصد والرغبة في هذه المنصة.,Chromebook,LAPTOP#GENERAL,laptop,explicit
تعديل: أعدت تثبيت برنامج التشغيل الآن الصوت أصبح أفضل على سماعات الأذن.,الصوت,MULTIMEDIA_DEVICES#GENERAL,laptop,explicit
إن مظهره وملمسه أنيقان للغاية مثل جهاز Mac الذي يمتلكه ابني وبناتي - - - - - - - ولكن هذا يمثل حوالي 1/4 من السعر.,NULL,LAPTOP#PRICE,laptop,implicit
إذا كنت تبحث عن جهاز عالي الجودة Chromebook مع أهم الميزات للاستخدام اليومي، فإن Asus Flip هو خيار رائع.,Chromebook | Asus Flip,LAPTOP#GENERAL | LAPTOP#GENERAL,laptop,explicit | explicit
إنه ببساطة يبدو وكأنه جهاز رخيص جهاز لوحي من سامسونج مزود بلوحة مفاتيح.,جهاز لوحي من سامسونج,LAPTOP#MISCELLANEOUS,laptop,explicit
Linux عمل بشكل جيد إلى حد ما، وكنت سعيدًا به بشكل عام.,Linux | NULL,OS#OPERATION_PERFORMANCE | LAPTOP#OPERATION_PERFORMANCE,laptop,explicit | implicit
أردت فقط أن أوضح تجربتي الشخصية مع الجهاز .,NULL,LAPTOP#OPERATION_PERFORMANCE,laptop,implicit
لا أزال أجد أن القطعة الواحدة لوحات اللمس غير موثوقة للاستخدام حتى بعد كل التعديلات.,لوحات اللمس,HARDWARE#OPERATION_PERFORMANCE,laptop,explicit
أنا لست من محبي لوحات اللمس على أي حال، لذلك ربما ليست الأفضل للحكم عليها.,لوحات اللمس,KEYBOARD#GENERAL,laptop,explicit
جيد عرض,عرض,DISPLAY#GENERAL,laptop,explicit
بفضل SSD الخاص به، يتم تشغيله Windows 10 بسرعة كبيرة، ويتم تقليل البرامج غير الضرورية إلى الحد الأدنى (يرجى إلغاء تثبيت Norton قبل القيام بأي شيء آخر).,Windows 10,OS#OPERATION_PERFORMANCE,laptop,explicit
زر الطاقة يقع بجوار مفتاح الحذف.,زر الطاقة | مفتاح الحذف,KEYBOARD#DESIGN_FEATURES | KEYBOARD#DESIGN_FEATURES,laptop,explicit | explicit
منزعج تمامًا، وأرسل هذا هراء مرة أخرى بمجرد أن أسمع منهم.,هراء,LAPTOP#GENERAL,laptop,explicit
مع أول يوم من الاستخدام كان كل شيء بطيئًا للغاية واستغرقت التحديثات ساعات.,NULL | NULL,LAPTOP#OPERATION_PERFORMANCE | LAPTOP#OPERATION_PERFORMANCE,laptop,implicit | implicit
كانت المشكلة الثانية هي أن بطاقة اللعبة كانت تالفة وكانت المشكلة الثالثة هي أن اليوتيوب لم يعمل مرة أخرى، وشريط البحث على الكمبيوتر المحمول لم يكن يعمل.,بطاقة اللعبة | اليوتيوب | شريط البحث,SOFTWARE#OPERATION_PERFORMANCE | SOFTWARE#OPERATION_PERFORMANCE | SOFTWARE#OPERATION_PERFORMANCE,laptop,explicit | explicit | explicit
اثنان البدائل كان لديهم نفس المشكلة طوال 4 أسابيع.,البدائل,LAPTOP#GENERAL,laptop,explicit
لقد لاحظت أن لوحة اللمس حساسة للغاية، ولا تشكل مشكلة كبيرة بالنسبة لي.,لوحة اللمس,HARDWARE#OPERATION_PERFORMANCE,laptop,explicit
m3 رائع، لا يبطئ أبدًا أو يتأخر.,m3 | m3,LAPTOP#OPERATION_PERFORMANCE | LAPTOP#OPERATION_PERFORMANCE,laptop,explicit | explicit
هذه هي العلامة التجارية التي أبحث عنها والتي أشعر أنني أستطيع الوثوق بها.,العلامة التجارية,COMPANY#GENERAL,laptop,explicit
أحد الأشياء الأولى التي لاحظتها بعد تشغيل هذا الجهاز هو مدى هدوئه وسهولة قيامه بجميع المهام التي أطلبها منه.,الجهاز | الجهاز,LAPTOP#OPERATION_PERFORMANCE | LAPTOP#OPERATION_PERFORMANCE,laptop,explicit | explicit
أحب تخفيض السعر وضمان لينوفو لمدة عام واحد.,ضمان لينوفو لمدة عام واحد | NULL,WARRANTY#GENERAL | LAPTOP#PRICE,laptop,explicit | implicit
RAM قابلة للتوسعة؛ اشتريت 8 جيجابايت إضافية وقمت بتثبيتها بنفسي بسهولة إلى حد ما.,RAM,MEMORY#DESIGN_FEATURES,laptop,explicit
مكبرات الصوت ضعيفة ونطاق الصوت يصل إلى منتصفه.,مكبرات الصوت,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,laptop,explicit
إنه يفتقر فقط إلى العديد من الميزات الأخرى التي أردتها في دفتر ملاحظات,دفتر ملاحظات,LAPTOP#DESIGN_FEATURES,laptop,explicit
playstore غير ناضج .,playstore,SOFTWARE#USABILITY,laptop,explicit
انتظرت لفترة من الوقت قبل أن أكتب مراجعة حول هذا المنتج.,المنتج,LAPTOP#GENERAL,laptop,explicit
يمكنه أيضًا تشغيل Skyrim المعدلة دون أي مشاكل، وهو أمر رائع بالنسبة لي.,NULL,LAPTOP#GENERAL,laptop,implicit
