sentence,aspect,category,domain,type
تم استلام المنتج بعد يومين مع إعطاء نسخة مطبوعة من الإيصال، إجراء تسجيل الضمان عبر الإنترنت يا لها من سهولة. إبهام لأعلى! ملاحظة: المنتج يعمل بشكل جيد ولكن لا تتوقع سرعة جهاز iPad عليه.,تم استلام المنتج | إجراء تسجيل الضمان عبر الإنترنت | المنتج | إبهام لأعلى,Logistics#Speed | After-sales Service#Exchange/Warranty/Return | Overall#Overall | Overall#Overall,phone,explicit | explicit | explicit | explicit
نعم. طبقة رقيقة من واقي الشاشة مثبتة مسبقًا على الجهاز.,طبقة رقيقة من واقي الشاشة,Product Accessories#Cell Phone Film,phone,explicit
الحالة جيدة نوعًا ما ولكن كما ترى هناك بعض الفقاعات التي لا يمكن إزالتها بسبب الغبار ولكن بشكل عام الحالة جيدة جدًا بالنسبة للسعر!,بشكل عام (2: الحالة | الحالة,Logistics#Lost and Damaged | Logistics#Lost and Damaged,phone,explicit | explicit
حسنًا، ما لم يكن قد بدأ أنه مستعمل، أتصور أنه جديد. وإذا كنت تريد معرفة ما إذا كان أحدث طراز، فذكر ذلك في سؤالك وابحث عن شركة الهاتف لمعرفة ما إذا كان الأحدث. نعم، إنه (2: هاتف) جديد. جيد جدًا (2: هاتف) أيضًا. نعم، كان هاتفي كذلك وهو مغلق ومغلف أيضًا. نعم,الهاتف | الهاتف,Overall#Overall | Overall#Overall,phone,explicit | explicit
الجوال جيد في جميع المحيطات ومع ذلك، في بعض الأحيان لا تعمل خيارات البحث في دليل الهاتف بشكل صحيح وفي خيار الإرسال في WhatsApp لا يعمل بشكل صحيح.,الجوال,Overall#Overall,phone,explicit
مرحبًا، هذا هو الهاتف الثاني الذي أملكه، وهذا الهاتف معيب أيضًا، حيث تتحول الشاشة  إلى اللون الأسود ثم تومض,شاشة | معيب,Screen#General | Overall#Overall,phone,explicit | explicit
هذا هاتف رائع سريع، سهل الاستخدام هاتف مع بطارية رائعة عمر بطارية. أوصي به بشدة موصى به,هاتف | عمر بطارية | موصى به | سريع | سهل الاستخدام,Overall#Overall | Battery/Longevity#Battery Life | Buyer Attitude#Recommendable | Performance#Running Speed | Ease of Use#Easy to Use,phone,explicit | explicit | explicit | explicit | explicit
نعم لا واقي الشاشة، يجب عليك شراؤه بشكل منفصل. لا لا,واقي الشاشة,After-sales Service#Exchange/Warranty/Return,phone,explicit
في بعض الأحيان يتعطل حتى مع وجود المزيد من هذا القدر ذاكرة الوصول العشوائي,ذاكرة الوصول العشوائي,Product Configuration#Operating Memory,phone,explicit
لا أعرف غيره لكن هاتفي جاء مع الشاحن نعم,NULL,NULL,phone,implicit
تم استلام المنتج حالة جيدة وجيدة معبأ بشكل جيد شكرًا جزيلاً للبائع موصى به,موصى به | معبأ بشكل جيد | تم استلام المنتج,Buyer Attitude#Recommendable | Product Packaging#General | Logistics#Lost and Damaged,phone,explicit | explicit | explicit
لم أفتح الجهاز اللوحي بعد. استغرق التسليم أكثر من أسبوع. آمل أن يعمل. حصلت عليه خلال 8.8 مقابل 219 دولارًا.,استغرق التسليم أكثر من أسبوع,Logistics#Speed,phone,explicit
وصل المنتج سريعًا في حوالي أسبوع، صندوق بحالة ممتازة، مع هدايا مجانية. ومع ذلك، أظهر البحث عن الرقم التسلسلي أن الهاتف تم تنشيطه مسبقًا - لكن البائع يقول إن هذا إجراء خاص بشركة Samsung، الأمر متروك لك لتصدقه. بالنسبة لي، أنا أصدقه. بقدر ما أستطيع أن أقول، إنه هاتف جديد تمامًا. شكرًا لك!,وصل المنتج | صندوق,Logistics#Speed | Logistics#Lost and Damaged,phone,explicit | explicit
يتفوق هذا الهاتف phone في كل شيء باستثناء مجال واحد، لا تتوفر جميع التطبيقات بسهولة. الهاتف phone يستحق الاحتفاظ به بالتأكيد، ولكن يتم تثبيت بعض التطبيقات الشهيرة في عمليات طويلة. ولهذا السبب فقط، سأشعر بالقلق بشأن شراء هاتف جديد. وبصرف النظر عن ذلك، سيكون هاتفًا رائعًا بالنسبة لي في السنوات القليلة القادمة. عمر البطارية هو الأفضل على الإطلاق.,لا تتوفر جميع التطبيقات بسهولة | هاتف | هاتف | عمر البطارية,System#Application | Overall#Overall | Overall#Overall | Battery/Longevity#Battery Life,phone,explicit | explicit | explicit | explicit
عمر البطارية جيد، جودة الكاميرا جيدة،,عمر البطارية | جودة الكاميرا,Battery/Longevity#Battery Life | Camera#General,phone,explicit | explicit
Redmi Note 10S سيء للغاية حقًا الهاتف. البطارية مشاكل في استنزاف البطارية ودائمًا ما يكون هناك شيء يعمل في الخلفية ويبدو أنه يستخدم معلوماتك الخاصة,الهاتف | البطارية,Overall#Overall | Battery/Longevity#Power Consumption Speed,phone,explicit | explicit
يأتي مع 2 مجموعة من سماعات الأذن، زجاجة وردية وغطاء هاتف كـ هدية مجانية. هاتف يعمل بشكل جيد وسريع. آمل أن يدوم.,2 مجموعة من سماعات الأذن | غطاء هاتف | هاتف | هدية مجانية,Product Accessories#Headphones | Product Accessories#Phone Cases | Overall#Overall | Branding/Marketing#Promotional Giveaways,phone,explicit | explicit | explicit | explicit
يا له من منتج رائع بهذا السعر المذهل سعر.,منتج | سعر,Overall#Overall | Price#Price,phone,explicit | explicit
تم استلام المنتج بحالة جيدة. وصل قبل الموعد المتوقع.,تم استلام المنتج | وصل,Logistics#Lost and Damaged | Logistics#Speed,phone,explicit | explicit
ليس يستحق هذا الإجراء، جودة الكاميرا سيئة،,جودة الكاميرا | يستحق هذا الإجراء,Camera#General | Price#Value for Money,phone,explicit | explicit
سريع التسليم، قبل الموعد المتوقع. جيد التغليف، صفقة جيدة,التسليم | التسليم | التغليف,Logistics#Speed | Logistics#Speed | Product Packaging#General,phone,explicit | explicit | explicit
نعم يمكنك ذلك بالضغط على زر الصوت وزر الطاقة في نفس الوقت أو التمرير لأسفل من أعلى الشاشة والضغط على لقطة شاشة نعم، ما عليك سوى التمرير بثلاثة أصابع من الأعلى إلى الأسفل أو باستخدام زر القفل السفلي وزر خفض الصوت في نفس الوقت. نعم، مرر بثلاثة أصابع لأسفل الشاشة. نعم، عبر خيار التمرير لأسفل أو من خلال استخدام زر خفض الصوت وزر الطاقة في نفس الوقت. يعمل جيد. نعم لا يعمل نعم نعم يعمل نعم. نعم. إنه موجود في القائمة المنسدلة. نعم,يعمل,Overall#Overall,phone,explicit
نعم، يمكنك الحصول عليه عند إعادة تخزينه. يمكنك الطلب الآن، وسوف يقوم أمازون بتوصيله إليك بمجرد توفر المخزون. قد تضطر إلى الانتظار حتى وصول المخزون التالي.,NULL,NULL,phone,implicit
يمكنك إما الشراء بالدفع الكامل أو يمكنك شرائه باستخدام خيار emi من خلال بطاقة الائتمان الخاصة بك,NULL,NULL,phone,implicit
تم استلام المنتج بحالة ممتازة. شكرًا على الهدية المجانية.,تم استلام المنتج,Logistics#Lost and Damaged,phone,explicit
السيدة باللون الأحمر - جميلة من الناحية الجمالية وتعمل بشكل جيد. البائع مفيد عندما لم نتمكن من التسجيل للحصول على الضمان، موضحًا أنه نظرًا لأنه ليس جهازًا محليًا ولكنه مستورد، فإن التسجيل في Samsung Singapore غير ممكن. بدلاً من ذلك، يكون ضمان البائع لمدة عام والشروط والأحكام تمامًا مثل Samsung.,تعمل | البائع | جميلة من الناحية الجمالية | ضمان البائع لمدة عام,Overall#Overall | Seller Service#Attitude | Appearance Design#Aesthetics General | After-sales Service#Exchange/Warranty/Return,phone,explicit | explicit | explicit | explicit
لقد استلمت هاتفي قبل يوم واحد من الموعد المتوقع. مع تواصل رائع من ماكس في dig and delve. سأشتري بالتأكيد من هذا البائع مرة أخرى,لقد استلمت هاتفي | تواصل رائع | من هذا البائع مرة أخرى,Logistics#Speed | Seller Service#Attitude | Buyer Attitude#Repurchase and Churn Tendency,phone,explicit | explicit | explicit
رائع محمول في هذا النطاق أحببته.,محمول | محمول,Overall#Overall | Overall#Overall,phone,explicit | explicit
سريع التسليم. البطارية يعمل بشكل جيد ولكنه يبدو وكأنه معاد تدويره,التسليم | البطارية | البطارية,Logistics#Speed | Battery/Longevity#General | Battery/Longevity#General,phone,explicit | explicit | explicit
لا، هذا ليس هاتفًا للألعاب ولكن يمكنك تشغيل أي لعبة بسهولة وسلاسة دون أي مشكلة,تشغيل أي لعبة بسهولة وسلاسة,Performance#Running Speed,phone,explicit
سريع جدًا التسليم! تم استلام العناصر جيد وجميل! إبهام للأعلى !!!,تم استلام العناصر | التسليم,Logistics#Lost and Damaged | Logistics#Speed,phone,explicit | explicit
رائع هاتف. إعداد بسيط. ممتاز كاميرا. مثل قارئ بصمات الأصابع. أوصي بهذا هاتف.,كاميرا | هاتف | إعداد بسيط | Would recommend this phone,Camera#General | Overall#Overall | Ease of Use#Easy to Use | Buyer Attitude#Recommendable,phone,explicit | explicit | explicit | explicit
لقد اشتريت الهاتف بعد رؤية المراجعة في أمازون، بعد استخدامه لمدة 10 أيام، أصبح الهاتف معلقًا أثناء الاتصال وفجأة سينطفئ وسيستغرق الأمر بضع دقائق لإعادة تشغيله.,معلقًا,System#Operation Smoothness,phone,explicit
مجموعة خالية من المتاعب. البائع كان منتبهًا وشاملًا. موصى به,البائع | موصى به,Seller Service#Attitude | Buyer Attitude#Recommendable,phone,explicit | explicit
في كل مرة هذا الهاتف إعادة التشغيل تلقائيا. فجأة إيقاف التشغيل المحمول أهدر أموالي لم أعد لأنني استخدمت الهاتف بعد شهر واحد.,إعادة التشغيل | إيقاف التشغيل | المحمول,Performance#General | Performance#General | Overall#Overall,phone,explicit | explicit | explicit
جودة الصوت جيد بلوتوث جيد يتصل بتطبيق Samsung Wearable، لذا الأصالة جيد اضطررت إلى استبدال التسليم الأصلي بسبب استنزاف البطارية، ولكن عمر الاستبدال (4: البطارية) جيد ولكن لا الضمان يستحق كخيار TWS بميزانية محدودة، أوصي به,جودة الصوت | بلوتوث | الأصالة | استنزاف البطارية | عمر البطارية | الضمان | يتصل بتطبيق Samsung Wearable | أوصي به,Audio/Sound#Tone quality | Smart Connect#Bluetooth Connection | Product Quality#Genuine Product | Battery/Longevity#Battery Capacity | Battery/Longevity#Battery Life | After-sales Service#Exchange/Warranty/Return | Smart Connect#Bluetooth Connection | Buyer Attitude#Recommendable,phone,explicit | explicit | explicit | explicit | explicit | explicit | explicit | explicit
كان المنتج جيدًا معبأ وتم تسليمه في حالة ممتازة أيضًا! شكرًا لك!؟,معبأ | تم تسليمه,Product Packaging#General | Logistics#Lost and Damaged,phone,explicit | explicit
مظهر لطيف شاشة الهاتف سريع الاستجابة ومناسب للألعاب جيد بطارية ووفرة ذاكرة لابني البالغ من العمر 8 سنوات.,شاشة الهاتف | شاشة الهاتف | بطارية | ذاكرة,Screen#General | Screen#General | Battery/Longevity#General | Product Configuration#Operating Memory,phone,explicit | explicit | explicit | explicit
أقوم بنشر هذه المراجعة بعد أسبوعين من استخدام هذا الهاتف. الإيجابيات: جيد في ملمس اليد يبدو مثل الرائد OP 9 Fluid Display رائع عمر البطارية (يمكن الشحن من 0 إلى 100٪ في 35 دقيقة) ---------------- السلبيات: ليس نظام تشغيل Oxygen OS بحت (يتغير نظام التشغيل Color OS في الإعدادات وتطبيق الكاميرا) تم استبدال تطبيق Dialer الآن بـ Google Dial (ليس جيدًا لـ VC باستخدام Jio) لا كاميرا Dolby Atmos ليست على المستوى. (يحصل على نغمة زرقاء طفيفة),ملمس اليد | عمر البطارية | الشحن | نظام تشغيل Oxygen OS بحت | كاميرا Dolby Atmos | كاميرا Dolby Atmos,Appearance Design#Grip Feeling | Battery/Longevity#Battery Life | Battery/Longevity#Charging Speed | System#System General | Camera#General | Camera#General,phone,explicit | explicit | explicit | explicit | explicit | explicit
التوصيل استغرق بعض الوقت ولكن المنتجات كما هو معلن عنها. جيدة قيمة مقابل المال.,التوصيل | قيمة مقابل المال,Logistics#Speed | Price#Value for Money,phone,explicit | explicit
تم استلام المنتج! سريع التسليم! يبدو المنتج كما هو معلن عنه.,التسليم,Logistics#Speed,phone,explicit
لا Xiaomi redmi 9 هو الأفضل لا,Xiaomi redmi 9,Overall#Overall,phone,explicit
أعتقد أن الخدوش مقبولة بدون أي علامات مكسورة,بدون أي علامات مكسورة,Logistics#Lost and Damaged,phone,explicit
"نعم ""مرحبًا Shyamol، شكرًا لك على استفسارك. يحتوي Galaxy M21 على فتحات بطاقة SIM مزدوجة وفتحة مخصصة لـ بطاقة ذاكرة قابلة للتوسيع حتى 512 جيجابايت. آمل أن يكون هذا مفيدًا. مع تحياتي، Samsung India""",بطاقة ذاكرة قابلة للتوسيع حتى 512 جيجابايت,Product Configuration#Memory,phone,explicit
العلبة مكسورة. لكن سماعات الأذن جيدة. الجودة متوسطة. شكرًا.,العلبة | سماعات الأذن | الجودة,Logistics#Lost and Damaged | Product Accessories#Headphones | Product Quality#General,phone,explicit | explicit | explicit
أداء البطارية ليس مثل بطارية 6000 مللي أمبير.,أداء البطارية,Battery/Longevity#General,phone,explicit
تم وضع الطلب خلال مبيعات فلاش 10.10 واستلمته في 14.10 .. العنصر جيد محمي كما يمكنك أن ترى من الصورة .. في الواقع هو الإصدار العالمي / الدولي وليس الإصدار الصيني .. استخدمته للألعاب ويمكنني أن أشعر بتجربة لعب أفضل بدون / أقل تأخير .. لطيف هاتف!,هاتف | تأخير | محمي,Overall#Overall | Signal#Signal General | Product Packaging#General,phone,explicit | explicit | explicit
"نعم جميل نعم هو كذلك ""مرحبًا باني، يحتوي جهاز Galaxy M32 على ميزة العرض الذكي التي تتيح لك عرض المحتوى المعروض على جهازك على شاشة كبيرة من خلال توصيل جهازك بجهاز تلفزيون أو شاشة تدعم خاصية عكس الشاشة. آمل أن يكون هذا مفيدًا. مع تحياتي، Samsung India""",توصيل جهازك بجهاز تلفزيون أو شاشة تدعم خاصية عكس الشاشة,Smart Connect#Bluetooth Connection,phone,explicit
كان رائعًا هاتف عند إطلاقه سعره. لكنه الآن باهظ الثمن ولا قيمة له قيمة مقابل المال.,هاتف | سعره | سعره | قيمة مقابل المال,Overall#Overall | Price#Price | Price#Price | Price#Value for Money,phone,explicit | explicit | explicit | explicit
MIUI 11 به أخطاء بسبب الهاتف المحمول يتعطل ويسخن. لا يوجد حرارة. يعمل بشكل جيد. التطبيق يعمل بشكل جيد.,يعمل | أخطاء | يتعطل | يسخن,Overall#Overall | Performance#General | Performance#General | Performance#Heat Generation,phone,explicit | explicit | explicit | explicit
عمر البطارية جيد جدًا، ويمكن أن يظل أعلى من 80 بالمائة بعد 12 ساعة,عمر البطارية | عمر البطارية,Battery/Longevity#Battery Life | Battery/Longevity#Battery Life,phone,explicit | explicit
تم استلام المنتج بحالة جيدة. شكرًا البائع على الاستجابة السريعة والتوصيل السريع حقًا التوصيل.  يعمل بشكل رائع.,تم استلام المنتج | البائع | التوصيل | يعمل,Logistics#Lost and Damaged | Seller Service#Timeliness of Seller Service | Logistics#Speed | Overall#Overall,phone,explicit | explicit | explicit | explicit
وصلني الجهاز اللوحي في اليوم الذي سافرت فيه إلى الخارج، ومن ثم تأخرت في المراجعة. بشكل عام، لم يتم شحنه بالكامل واختبار وظائفه بعد,NULL,NULL,phone,implicit
تم استلام المنتج المطلوب بحالة جيدة معبأ بشكل جيد من البر الرئيسي عبر هونج كونج في غضون 4 أيام بعد إرسال البائع. بشكل عام، أنا راضٍ تجربة شراء.,تم استلام المنتج المطلوب | تجربة شراء,Logistics#Lost and Damaged | Buyer Attitude#Shopping Experiences,phone,explicit | explicit
مرحبًا، يمكنني تأكيد أنه يحتوي على بطاقتي SIM فعليتين. شكرًا لك Technosolutions,NULL,NULL,phone,implicit
تم الاستلام بحالة جيدة و جودة متوسطة وخفيفة الوزن ولطيفة التصميم شكرًا,تم الاستلام | جودة | الوزن | التصميم,Logistics#Lost and Damaged | Product Quality#General | Appearance Design#Weight | Appearance Design#Aesthetics General,phone,explicit | explicit | explicit | explicit
تصميم الهاتف جيد و سهل الاستخدام، الشاشة سريعة الاستجابة بسبب معدل التحديث البالغ 90 هرتز الشاشة، عمر البطارية جيد جدًا ويمكنك استخدامه استخدامه طوال اليوم بشحنة واحدة. الكاميرا جيدة ولكن ليس كثيرًا كما هو الحال في الهواتف الرائدة أو سلسلة Oneplus 9 ولكن بشكل عام إنها حزمة ؟؟,تصميم الهاتف | الشاشة | عمر البطارية | الكاميرا | الكاميرا | استخدامه طوال اليوم بشحنة واحدة | سهل الاستخدام,Overall#Overall | Screen#General | Battery/Longevity#Battery Life | Camera#General | Camera#General | Battery/Longevity#Standby Time | Ease of Use#Easy to Use,phone,explicit | explicit | explicit | explicit | explicit | explicit | explicit
مجموعة التصدير. تعمل بشكل جيد على الرغم من ذلك. ملفوفة بالفقاعات بشكل جيد حقًا عندما وصلت.,ملفوفة بالفقاعات | تعمل,Product Packaging#Packaging Materials | Overall#Overall,phone,explicit | explicit
سريع جدًا سرعة التسليم! المنتجات معبأة جيدًا في عبوات واقية تغليف! يأتي مع هدايا مجانية أيضًا.,سرعة التسليم | تغليف | هدايا مجانية,Logistics#Speed | Product Packaging#General | Branding/Marketing#Promotional Giveaways,phone,explicit | explicit | explicit
تم الاستلام بحالة جيدة. أحبته صديقتي صديقة صديقتي كثيرًا. كانت تبحث عن جهاز لوحي لوالديها وهذا الحجم  يناسبهما تمامًا!,تم الاستلام | صديقة صديقتي | size,Logistics#Lost and Damaged | Ease of Use#Audience Groups | Appearance Design#Fuselage Size,phone,explicit | explicit | explicit
تم الاستلام بحالة جيدة وتم اختباره بشكل مريح.,تم الاستلام,Logistics#Lost and Damaged,phone,explicit
جودة جيدة واقي شاشة، قمت بتطبيقه بنفسي وكان يلتصق جيدًا، ولا يوجد شقوق وكان الملاءمة جيدة.,واقي شاشة | واقي شاشة | واقي شاشة,Product Accessories#Cell Phone Film | Product Accessories#Cell Phone Film | Product Accessories#Cell Phone Film,phone,explicit | explicit | explicit
اشتريت iPhone 12 لاستبدال جهاز iPhone SE الخاص بي الذي كانت البطارية تالفة فيه وتحتاج إلى إعادة الشحن أكثر من مرة في اليوم. بمجرد استلامي الهاتف الجديد (في اليوم التالي لطلبه، ممتاز الخدمة)، نقلت المحتويات إلى الهاتف الجديد دون الحاجة إلى الحصول على مساعدة، لذا بخلاف كونه أكبر قليلاً  فهو سهل الاستخدام مثل الهاتف السابق الهاتف. لوحة المفاتيح (5: أكبر) مما يسهل علي الكتابة. التعرف على الوجه، المرة الأولى التي استخدمته فيها رائعة ولكن أخشى أن أنسى كلمات مروري لأنها أسهل في الاستخدام. بشكل عام، إنه هاتف رائع (7:) لم أستخدم الكاميرا بعد، لكنني متأكد تمامًا من أنه سيكون أفضل من هاتفي القديم (7:). الآن الشحن مرة كل يومين، في الوقت الحالي. لا يمكنني إلا أن أقول إنني أحب أجهزة iPhone وأعتقد أنها تستحق المال الإضافي.,البطارية | تحتاج إلى إعادة (9: الشحن | الخدمة | أكبر | أكبر | التعرف على الوجه | الهاتف | الكاميرا | الشحن | أجهزة iPhone | سهل الاستخدام,Battery/Longevity#General | Battery/Longevity#Power Consumption Speed | Seller Service#Attitude | Appearance Design#Fuselage Size | Appearance Design#Fuselage Size | Security#Screen Unlock | Overall#Overall | Camera#General | Battery/Longevity#Power Consumption Speed | Overall#Overall | Ease of Use#Easy to Use,phone,explicit | explicit | explicit | explicit | explicit | explicit | explicit | explicit | explicit | explicit | explicit
كنت أبحث عن هاتف لبدء دروس عبر الإنترنت لأطفالي : كنت أبحث عن شيء مناسب ولكن أيضًا شيء يمكنه القيام بالعمل اليومي بشكل جيد للغاية ويمكنه تشغيل بعض الألعاب أيضًا. كان C11 مفاجأة كاملة، لأنني كنت أبحث لبعض الوقت ولم أتمكن من العثور على هاتف مناسب تمامًا، ولكن بعد أن رأيت C11 2021، اعتقدت أنه سيكون رائعًا وبعد استخدامه لمدة أسبوعين تقريبًا، أصبح أطفالي سعداء جدًا به. وبسبب التكلفة المنخفضة، تمكنت من شراء اثنين بسعر مناسب سعر ولا يزال لديّ أداء جيد أداء.,C11 | أطفالي | سعر | أداء | مناسب | رائعًا,Overall#Overall | Ease of Use#Audience Groups | Price#Price | Performance#General | Price#Price | Overall#Overall,phone,explicit | explicit | explicit | explicit | explicit | explicit
9 أيام للاستلام من الخارج خلال فترة كوفيد-19 هذه. فكر في السرعة التسليم. المنتج يناسب جهاز Tap A اللوحي الخاص بي جيدًا. منخفض السعر وجيد الجودة. عالي الجودة موصى به!,التسليم | موصى به | الجودة | السعر,Logistics#Speed | Buyer Attitude#Recommendable | Product Quality#General | Price#Price,phone,explicit | explicit | explicit | explicit
تم الاستلام بحالة جيدة. شكرًا للبائع.,تم الاستلام,Logistics#Lost and Damaged,phone,explicit
"استغرق وصوله بعض الوقت، ولكن لحسن الحظ وصل! يعمل جيدًا، تعمل بعض التطبيقات ولكن في الإصدارات الأقدم عبر ""تم الشراء"" في متجر التطبيقات، يستنزف البطارية سريعًا ولكن هذا لا يزعجني. أود أوصي بهذا الهاتف كمشغل موسيقى iPod أو الاحتفاظ به كمجموعة. رائع هاتف نوستالجي مقابل سعره!",يستنزف البطارية | هاتف نوستالجي | أوصي | يعمل,Battery/Longevity#Power Consumption Speed | Overall#Overall | Buyer Attitude#Recommendable | Overall#Overall,phone,explicit | explicit | explicit | explicit
ابني سعيد بالمنتج : وأنا معجب بالتغليف : حيث تم تغليف الطرد بفقاعات بلاستيكية. وأنا مندهش بسرور لأنه يأتي بضمان 2: لمدة عامين. وأنا سعيد باختياري لهذا المتجر من بين العديد من المتاجر التي تبيع نفس العلامة التجارية بناءً على المراجعات وضمانه باعتباره بائعًا معتمدًا للعلامة التجارية.,المنتج | التغليف | 2,Overall#Overall | Product Packaging#General | After-sales Service#Exchange/Warranty/Return,phone,explicit | explicit | explicit
نعم، متوفر في متجر مي اونلاين,NULL,NULL,phone,implicit
أسوأ منتج على الإطلاق. استغرق الأمر وقتًا طويلاً شحن عندما أُبلغت أنه يتطلب 1 إلى 2 يومًا فقط. ولكن لم يبدأ شحن إلا بعد 7 أيام. اخترت دفع مبلغ إضافي مقابل التوصيل ولكنه نفس التوصيل القياسي الذي يكون متأخرًا جدًا. والأسوأ من ذلك أن الفيلم بخيل جدًا ولا يلتصق بشكل صحيح.,منتج | شحن | لم يبدأ شحن | دفع مبلغ إضافي مقابل التوصيل | متأخرًا جدًا | بخيل جدًا | يلتصق بشكل صحيح,Overall#Overall | Logistics#Speed | Seller Service#Shipping | Logistics#Shipping Fee | Logistics#Speed | Overall#Overall | Overall#Overall,phone,explicit | explicit | explicit | explicit | explicit | explicit | explicit
يدعم هاتف S97 Pro المحمول شحن سريع من النوع C بقوة 33 واط و شحن لاسلكي بقوة 10 واط، بحيث يمكنك اختيار أي من خيارات الشحن المريحة والسريعة.,شحن سريع من النوع C بقوة 33 واط | شحن لاسلكي بقوة 10 واط,Battery/Longevity#Charging Method | Battery/Longevity#Charging Method,phone,explicit | explicit
آسف، لا أستطيع الإجابة على سؤالك حول ما إذا كان يعمل في الولايات المتحدة، ولكن هناك احتمال كبير جدًا أن يعمل. ولا، لا يمكنك توسيع الذاكرة، إلا إذا كنت تقصد استخدام بطاقة SD. ربما يعمل في الولايات المتحدة. تأكد من الحصول على بطاقة غير مرتبطة بأي شبكة معينة. ومع ذلك، لا توجد مساحة تخزين قابلة للتوسيع,الذاكرة,Product Configuration#Memory,phone,explicit
هل لي ذاكرة كي كام كي فاجها سي الهاتف هنغ هون لاغتا هاي يرجى ملاحظة هذا الهاتف,NULL,NULL,phone,implicit
غير قادر على التعامل مع التطبيقات المختارة. لذلك عدت,NULL,NULL,phone,implicit
الهاتف كان تم تسليمه في نفس اليوم الذي تم فيه تقديم الطلب، تم استلامه في حالة جيدة. 2 شراء من البائع.,تم تسليمه | تم استلامه | شراء,Logistics#Speed | Logistics#Lost and Damaged | Buyer Attitude#Loyalty,phone,explicit | explicit | explicit
