sentence,aspect,category,domain,type
‎كان هذا بمثابة مضيعة لوقتي.,NULL,course value,coursera,implicit
‎على الرغم من أنني أعتقد أنه سيكون من المفيد إذا كانت الدورة تتطلب منا أيضًا تقديم الكود الخاص بنا (وليس مجرد المشاهدة والقراءة) وشرح github أيضًا على الأقل قليلاً، إلا أنني أشعر أنني مهيأ جيدًا الآن لاكتساب المزيد من المعرفة حول كيفية إنشاء التطبيقات في المستقبل.,NULL,NULL,coursera,implicit
‎لقد غيرت نهجي في تطوير مسيرتي المهنية.,NULL,NULL,coursera,implicit
‎أناأحبهذابالطبعكثيرا.,بالطبع,course general,coursera,explicit
‎العملالدراسيكانسهلاًللغاية.,العمل الدراسي,assignments comprehensiveness,coursera,explicit
‎لذلك يتعين علينا الاستمرار في تجربة النغمات حتى ننجح.,NULL,NULL,coursera,implicit
‎إنفهمالإحصاءليسبالأمرالسهل،ولكنكافويجعلنانفهمهبسهولة...,كافو,faculty comprehensiveness,coursera,explicit
‎إنها الخطوة الأولى في حياتي البرمجية.,NULL,NULL,coursera,implicit
‎موصى به بشدة .,NULL,course general,coursera,implicit
‎الميزة الإيجابية هنا هي أن الدورة مدتها 4 أسابيع فقط ويمكن إكمالها في فترة زمنية قصيرة إلى حد ما.,NULL,NULL,coursera,implicit
‎لأن هناك فرقًا كبيرًا في سلوكيات المجتمع وتحدياته.,NULL,NULL,coursera,implicit
‎أعطيها 4 نجوم من أصل 5 لأنها تحتاج إلى بعض التحسين حول المواعيد النهائية المتوقعة في الأسبوع الثالث، ولبعض الأخطاء الفنية: يجب تسجيل الدخول إلى متصفح للمشاركة في منتدى المناقشة - لم أتمكن من تشغيلها من تطبيقات iPad أو iPhone.,NULL | NULL,course quality | course general,coursera,implicit | implicit
‎كماأتذكرأنالدورةالأصليةلمقدمةدكتورتشاكإلىبايثوندورةوالتيظهرتلأولمرةمنذ3إلى4سنواتأونحوذلك،تمتقسيمهاإلىقسمين.,دورة,course general,coursera,explicit
‎رائعدورة.,دورة,course general,coursera,explicit
‎لايهمإذاارتكبتأخطاء،فإنالمعلمهوظهرك،ويوفرلكالكودالمصدرقبلوبعد.,المعلم,faculty general,coursera,explicit
‎أسلوبه الواضح والبسيط في تقديم المفاهيم المعقدة مع الأمثلة المناسبة يضمن للطالب استيعاب الجوهر بسهولة ويستطيع التنقل عبر الخوارزميات المعقدة بثقة.,NULL | NULL,faculty comprehensiveness | faculty relatability,coursera,implicit | implicit
‎بدأت في الحصول على دروس تعتمد على اختبارات للصف، ولم تكن واضحة لها حقًا كيفية الدراسة بشكل فعال.,NULL,NULL,coursera,implicit
‎لقد وجدت من قبل,NULL,NULL,coursera,implicit
‎شكرًا لك كورسيرا وجامعة ولاية ميشيغان على هذه الفرصة.,NULL,course general,coursera,implicit
‎لقد تعلمت الكثير في هذا التخصص والآن لدي رؤية أكبر لمستقبلي التعليمي ولشركتي الناشئة.,NULL,course general,coursera,implicit
‎أوصيبشدةبهذاالدورة.,دورة,course general,coursera,explicit
‎شكرا لك على تقديم هذه الدورة!,دورة,course general,coursera,explicit
‎أوصي به لكل من يريد البدء في تعلم بايثون أو البرمجة بشكل عام!,NULL,course general,coursera,implicit
‎بمعنى آخر، فهو يعلمك كيفية كتابة كود R الذي يعمل نوعًا ما، ولكنه لا يعلمك كيفية كتابة كود جيد في R.,NULL,course quality,coursera,implicit
‎كما أن الحصول على نصائح من الطلاب الآخرين ساعدني أيضًا في رؤية عاداتي السيئة.,NULL,NULL,coursera,implicit
‎إنهادورةرائعةدورةلفهموتعلممبادئالتعلمالآليوأساليبهوخوارزمياته.,دورة | دورة,course general | course comprehensiveness,coursera,explicit | explicit
‎ابهمامان للأعلى!,NULL,course quality,coursera,implicit
‎شكرًاالبروفيسورتشاكوCTA.,البروفيسور تشاك,faculty general,coursera,explicit
‎شكراجزيلالكعلىهذاالدورة.,الدورة,course general,coursera,explicit
‎إنه مثل التصميم الجرافيكي الذي أصبح سهلاً.,NULL,presentation comprehensiveness,coursera,implicit
‎ومعذلك،فقدفقدتقدرًاكبيرًامنالوقتفيمشاهدةمقاطعفيديوغيرمكتملةومحاولةإكمالاختباراتتغطيالموادالتيلميتمتناولهاأوتمتناولهاجزئيًافقطفيمقاطعفيديو.,مقاطع فيديو | اختبارات,presentation quality | assignments quality,coursera,explicit | explicit
‎المحاضرونمنالسهلالاستماعإليهم.,المحاضرون,presentation quality,coursera,explicit
‎وسيكون من الأفضل لو تمكنا من رؤية كل التعليمات البرمجية من الفيديو، ولكن في المحاضرة 3 من الأسبوع الأول تم حظر بعض الوظائف ولست متأكدًا مما إذا كنت أفعل ذلك بشكل صحيح بنفسي.,NULL,course general,coursera,implicit
‎أتطلع إلى القيام بمزيد من الدورات القانونية معك.,NULL,NULL,coursera,implicit
‎جيدجدًادورة،أوصيبهلأيشخصيعملفيمنطقةالشرقالأوسطوشمالإفريقياكصحفيأورجلأعمال.,دورة | NULL,course general | course general,coursera,explicit | implicit
‎لقداستفدتكثيرًامنهذهالدورة.,دورة,course general,coursera,explicit
‎أندرويأخذالوقتالكافيلشرحالمفاهيمبوضوح.,أندرو,faculty general,coursera,explicit
‎فيالواقع،لمأشعرأبدًابهذاالقدرمنالروعةمحاضرة!,محاضرة,presentation quality,coursera,explicit
‎لقد استمتعت بها كثيرًا .,NULL,course general,coursera,implicit
‎ممتعحقًاالدورة،لقداستمتعتحقًابالدرسمعدكتورتشاكلأنهيقدمشرحًاسهلاًلمفاهيممختلفةفيالبرمجةممايجعلالتمارينسهلةالحل.,الدورة | دكتور تشاك | دكتور تشاك | دكتور تشاك,course general | faculty general | faculty comprehensiveness | faculty comprehensiveness,coursera,explicit | explicit | explicit | explicit
‎شكرا جزيلا👏🏻🙏🏻👏🏻🙏🏻👏🏻🙏🏻👏🏻🙏🏻,NULL,NULL,coursera,implicit
‎أنا ببساطة لا أستمتع بمعظم فناني الديسكو والبوب مثل مادونا وجانيت جاكسون وبريتني وما إلى ذلك.,NULL,NULL,coursera,implicit
‎أفتقد بعض الأشياء مثل تزويدك بالأدوات وخطط الأعمال الاجتماعية ولكنني أعتقد أنها ستأتي في الدورات القادمة.,NULL,NULL,coursera,implicit
‎إن الجانب النفسي للتسعير هو موضوع مثير للاهتمام في حد ذاته.,NULL,NULL,coursera,implicit
‎لقدأحببتالطريقةالتيتمبهاشرحالقضاياالمختلفة،وأحبالرسومات،ومقاطعالفيديو،والاختبارات-كلشيء!,NULL | NULL | الاختبارات,course comprehensiveness | presentation quality | assignments quality,coursera,implicit | implicit | explicit
‎أعجبنيالمعلموالمحادثاتهيممارسةاستماعجيدة.,المعلم,faculty general,coursera,explicit
‎المهامكانتمفيدةللغايةوتمشرحهاجيدًامنقبلالموظفينفيمنتدىالمناقشةشكرًاجزيلاًلـالموظفينوجامعةميشيغانعلىالدورةالتدريبية.,المهام | الموظفين | منتدى المناقشة,assignments quality | faculty comprehensiveness | faculty response,coursera,explicit | explicit | explicit
‎أنا مستاء للغاية وأتمنى لو لم أدفع مقابل هذا التخصص.,NULL,course general,coursera,implicit
‎أوصي به بشدة .,NULL,course general,coursera,implicit
‎لقدكانالأمرغيرذيصلةبمجالدراستي،لكنالأستاذموراياماجعلهسهلالفهمللغايةكمالوكنتأدرسهذاالموضوعطوالحياتي.,الأستاذ موراياما,faculty comprehensiveness,coursera,explicit
‎لقد انتهيت للتو من الدورة .,NULL,NULL,coursera,implicit
‎ذومعرفةواسعةأستاذ،ولكنهسهلوممتعللمتابعة.,أستاذ | أستاذ,faculty comprehensiveness | faculty comprehensiveness,coursera,explicit | explicit
‎متكررة. طويلة. أكاديمية للغاية. مصطلحات غير ضرورية.,NULL | NULL,assignments quality | assignments relatability,coursera,implicit | implicit
‎إنهحقاتغييرالحياةبالطبع!,بالطبع,course general,coursera,explicit
‎تحتويهذهالدورةدورةعلىمشروعينرائعين.,دورة,course quality,coursera,explicit
‎إذا كنت بحاجة إلى تطبيق التعلم الآلي في مجال عملك أو كنت ترغب في بناء حياتك المهنية كعالم بيانات، فهذه هي بوابتك.,NULL,NULL,coursera,implicit
‎إذاكنتتواجهصعوبةفيحسابالتفاضلوالتكامل،فيجبعليكبالتأكيدأنتأخذهذهالدورة.,دورة,course general,coursera,explicit
‎بشكل عام، تجربة رائعة.,NULL,course general,coursera,implicit
‎أول مرة أدرس دورة برمجة:,دورة,course general,coursera,explicit
‎كانالمشروعcapstoneنفسهمخيباللآمال،لقدتعلمتالكثيرمنخلالإنشاءتطبيقيالخاصفيالفصلرقم3.,capstone,assignments quality,coursera,explicit
‎لكنالمدربلميقدموصفًاموجزًاحولماهوعليه،بدلاًمنذلكفهويستمرفقطعندمالايكونلديكسؤالواضحفيذهنك،وسوفتتعرضلخطراستخراجالبيانات.,المدرب,faculty comprehensiveness,coursera,explicit
‎لم يكن من السهل بالنسبة لي إنهاء هذه الدورات في ظل الجداول الزمنية المزدحمة، ولكنني وجدت بعض الشعور بلغة الكمبيوتر من خلال هذه الدورة.,دورة,course general,coursera,explicit
‎كانتدراسةالحالةالمهمةالنهائيةمفيدةبالتأكيدفيالتفكيرفيالعديدمنالمقاييسالتيتمتتغطيتهاعلىمدارالأسابيعالأربعة.,المهمة النهائية,assignments quality,coursera,explicit
‎أنا أستمتع بمزيج من الأساسيات والتفاصيل، بالإضافة إلى الرحلات الميدانية إلى LHC ومفاعل توكاماك.,NULL,course quality,coursera,implicit
‎أبحث عن الدورة التي تزودني بالمعرفة الجديدة.,NULL,NULL,coursera,implicit
‎استغرقالأمرمنيأسبوعين(وليس6ساعاتكماذكرالمعلم)لإكمالنصفالمهمةالثانيةالواجبوأناعلىوشكأنأقولإننيلمأتعلمشيئًاعنMongoDB.,الواجب,assignments workload,coursera,explicit
‎لقداستمتعتبكلدقيقةمنالدورةوأوصيالآخرينبفعلالشيءنفسه:)المعرفةالمقدمةهناذاتقيمةقصوىليسفقطلأولئكالذينيدرسوناللغةالإنجليزيةولكنأيضًالأيمعلملأيموضوع.,دورة | NULL | معلم,course general | course general | faculty value,coursera,explicit | implicit | explicit
‎بالنسبةلأولئكالذينلديهمالمعرفةالأساسيةبكلذلك،فإنالدورةستكونتكرارًاللأساسيات.,دورة,course general,coursera,explicit
‎لقد جددت معرفتي الاقتصادية ووجدت شيئا جديدا.,NULL,NULL,coursera,implicit
‎أتمنىأنيكونلديهمالمزيدفصولذاتالصلةبـPPمنUVA.,فصول,presentation quantity,coursera,explicit
‎ولكن من ناحية أخرى، يتم التسلل إلى العديد من المفاهيم المتقدمة في هذه الدورة دون حتى المقدمة الأساسية.,NULL,NULL,coursera,implicit
"‎شكوايالوحيدةهيأنالواجباتالمنزليةمقيدةإلىحدما(لعبةصفحةواحدةفقطفيالأسبوع،ممايعنيأنهلايمكنكفعلالكثير)ولكننيأقدرحقيقةأنهاتبسطالأموروإذاكانهناكأيشيءيدفعكإلىأنتكونأكثرإبداعًا،بمايتجاوز""لعبةالطاولة""النموذجية.",الواجبات المنزلية,assignments quantity,coursera,explicit
‎لقد شعرت وكأنني صحفي!,NULL,NULL,coursera,implicit
‎إنها ليست مشكلة كبيرة لأنه في بعض الأحيان معرفة أين أخطأ يساعدك على فهم المشكلة بشكل أفضل.,NULL,NULL,coursera,implicit
‎الكتابة على الهامش... حتى الآن,NULL,NULL,coursera,implicit
‎جيددورةللمبتدئينمثلي.,دورة,course general,coursera,explicit
‎الأستاذسيفرانسهومدرسجيدجدًايجعلالأشياءالصعبةتبدوسهلة.,الأستاذ سيفرانس | الأستاذ سيفرانس,faculty general | faculty comprehensiveness,coursera,explicit | explicit
‎شكرًالكالبروفيسوررانديوجامعةنورثويستروكورسيرا.,البروفيسور راندي,faculty general,coursera,explicit
‎الدورةممتازة.,دورة,course general,coursera,explicit
‎كما هو الحال، لم أتمكن أبدًا من تحميل الصور للمطالبة النهائية.,NULL,course general,coursera,implicit
‎برنامج من الدرجة الأولى .,NULL,NULL,coursera,implicit
‎شكرا,NULL,NULL,coursera,implicit
‎دورةمفيدةوعمليةدورةكانتممتعةومثيرةللاهتمامللقيامبها.,دورة,course general,coursera,explicit
‎المحتوىرائعولايمتدإلىالحدالذييخيفكمنمطوريالألعاب.,المحتوى | المحتوى,material quality | material relatability,coursera,explicit | explicit
‎تغطية جيدة للمبادئ الأساسية، ولكن بعض البيانات والأدوات والأساليب المستخدمة أصبحت قديمة بـ 2 - 3 سنوات، وهو أمر مثير للمشاكل بشكل خاص في الفضاء الاجتماعي سريع الحركة.,NULL,course general,coursera,implicit
‎لقدكنتأقدرذلكلأنهساعدنيحقًافيفهمتفاصيلالاستشهادات،والتيكنتبحاجةإلىمعرفتهامنأجلالاستمرارفيهذهالدورةالدورة.,الدورة,course comprehensiveness,coursera,explicit
‎في المهمة النهائية تم تخفيض درجتي في جانب واحد.,NULL,NULL,coursera,implicit
‎ستساعدكمحاضراتالفيديوعلىاجتيازالاختبارات،حيثأنهافيالمقامالأولنظريةوخلفية.,محاضرات الفيديو | الاختبارات,presentation quality | assignments comprehensiveness,coursera,explicit | explicit
‎خمس نجوم سهلة .,NULL,course general,coursera,implicit
‎شكرًا جزيلاً للجميع في Coursera وجامعة فيرجينيا، الذين جعلوا هذا MOOC ممكنًا.,NULL,course general,coursera,implicit
"‎أعجبنيأسلوب""التعلممنخلالالممارسة""الذياتبعتهوخلالالدورةقمتببناءموقعويبجيد.",دورة,course relatability,coursera,explicit
‎سلبيات :,NULL,NULL,coursera,implicit
‎أنا مقيم جراحي من الهند مهتم جدًا بمتابعة دورة في جراحة المخ والأعصاب.,NULL,NULL,coursera,implicit
‎لقد أخذت هذه الدورة منذ أكثر من عام ولا أزال أستطيع تذكر تاريخ الحالات.,NULL,course general,coursera,implicit
‎ليس هناك الكثير لنتعلمه .,NULL,course general,coursera,implicit
‎لقد أخذت أيضًا دورة تغذية الخيول من جامعة إدنبرة، وقد ساعدتني هذه الدورة حقًا أيضًا.,NULL,NULL,coursera,implicit
‎اعتقدت أنني أعرف كل شيء عن الطعام والصحة (هاهاها)، لكن لا، لم أكن أعرف.,NULL,NULL,coursera,implicit
‎إنه يفتح مجموعة كبيرة ومتنوعة من المواضيع ويرسمها على طول تطور التصوير الفوتوغرافي من بدايته حتى اليوم.,NULL,course quality,coursera,implicit
‎لقددفعتمبلغًالائقًامنالماللحضورهذهالدورةدورةوخيبةأمليكبيرةلأنهاتعملببساطةعلىالطيارالآليدونمكانللذهابإليهللحصولعلىحلولأوأسئلةأومساعدة.,دورة | NULL,course value | faculty response,coursera,explicit | implicit
‎لقدأتاحليتدقيقالدورةالوصولإلىجميعالموادوالمعرفةالدورة التيأحتاجهادونالحاجةإلىإفراغحسابيالمصرفي.,دورة,course general,coursera,explicit
"‎لقد اضطررت إلى البحث في جوجل عن ذلك من أجل فهمه قبل الدورة التي بدأت بـ ""ماذا"" كان.",NULL,NULL,coursera,implicit
‎شكرًا لجميع الأساتذة والموجهين وجامعة كاليفورنيا.,NULL,NULL,coursera,implicit
‎دكتورماثيوييكينجهوالمفضللديطوالهذهالدورة.,دكتور ماثيو يي كينج,faculty general,coursera,explicit
‎أنا حقا أحب الطريقة التي يقدم بها الباحثون مجالهم ويتحدثون عن المنشورات ذات الصلة الأخيرة.,NULL,faculty general,coursera,implicit
‎لقدكانتلديتجربةرائعةفيتعلممجالجديدللدراسةمعدكتورنجالبرنامجالتعليميالموضحجيدًاوالموجهجيدًا.,NULL | دكتور نج | دكتور نج,course general | faculty comprehensiveness | faculty general,coursera,implicit | explicit | explicit
‎أوصيبالتأكيدأيشخصمهتمببرمجةبايثونبالتفكيرفيأخذهذهالدورةالدورةمعدكتورتشاك.,الدورة | دكتور تشاك,course general | faculty general,coursera,explicit | explicit
‎مشاركةولطيفةبالطبع!,بالطبع,course general,coursera,explicit
‎لقد كانت تجربة رائعة ولا أستطيع الانتظار لاستخدام ما تعلمته.,NULL,course general,coursera,implicit
‎لاأعرفماهيالمشكلةحيثأدرسمقاطعالفيديوجيدًاوعندمايتعلقالأمربإجراءاختبارلاأجتازهأبدًالذاأشاهدمقاطعالفيديومرارًاوتكرارًاولكنهادائمًانفسالنتيجة،أمابالنسبةللغاتالأخرى،فأنالستمتأكدًامنالهدفمنها,اختبار,assignments comprehensiveness,coursera,explicit
‎على أية حال، فإن الدورة تعلمني كيفية التعلم بطريقة أفضل، وسوف أقدمها لطلابي.,NULL,NULL,coursera,implicit
‎إنه بسيط وسهل الفهم.,NULL,course comprehensiveness,coursera,implicit
‎تعلم سعيد!,NULL,course general,coursera,implicit
‎قد تكون هذه الدور  مفيدة للأشخاص الذين يبدأون للتو في العمل كمحترفين في مجال وسائل التواصل الاجتماعي، ولكن إذا كنت تعمل بالفعل في هذا المجال، فستجد هذه الدورة مملة للغاية.,دورة,course quality,coursera,explicit
‎أنصحك أنت الذي تقرأ هذا بالتوقيع على الدورة!,NULL,NULL,coursera,implicit
‎شكرا لك على مساعدتي في فهم أساسيات التمويل، يا إلهي.,NULL,course comprehensiveness,coursera,implicit
‎وكانت الجوانب الأخرى للأدب والرسم والفنون الأكثر شعبية (التنورات الاسكتلندية والتقاليد الشفوية وما إلى ذلك) بمثابة مفاجأة لطيفة.,NULL,presentation relatability,coursera,implicit
‎مفيد جدًا. كل المعلومات التي تم تناولها هي معلومات منطقية إلى حد كبير، ومع ذلك لا ينتبه الناس إلى كل الأشياء الصغيرة التي تمت مناقشتها في هذه الدورة. حسنًا. لقد استمتعت بالاستماع إلى المحاضرات، وسأطبق المفاهيم بالتأكيد في روتيني اليومي. شكرًا,دورة,course relatability,coursera,explicit
‎العيب الرئيسي في هذه المادة، بالنسبة لي، هو أن التعلم الآلي قد تطور منذ بداية هذه الدورة.,NULL,NULL,coursera,implicit
‎تحسنعنالدورةالأولىدورة.,دورة,course general,coursera,explicit
‎جيدجداًالمحتوى.,المحتوى,course general,coursera,explicit
‎إنها بداية قوية، أفضل من القراءة عنها في مكان ما على الإنترنت.,NULL,course general,coursera,implicit
‎علاوةعلىذلك،فإنالأستاذمنالصعبفهمهفيكثيرمنالأحيان.,الأستاذ,faculty comprehensiveness,coursera,explicit
‎شكراالبروفيسوردان!,البروفيسور دان,faculty general,coursera,explicit
‎أخيرًا،ساعدتنيهذهالدورةالدورةفيالحصولعلىإحساسبالنظرياتالسياسيةالمختلفةوأثارتاهتماميبشكلأكبر.,الدورة,course general,coursera,explicit
‎مدهش بكل بساطة!,NULL,course general,coursera,implicit
‎شكرا لك على هذه المقدمة - لقد أحدثت فرقًا كبيرًا في حياتي,NULL,NULL,coursera,implicit
‎آمل أن يكون هذا مفيدًا.,NULL,polarity positive,coursera,implicit
‎إذاكنتتبحثعنHTMLعامدورة،فهذاهوماتبحثعنه.,دورة,course general,coursera,explicit
‎لا عجب أن معهد كاليفورنيا للتكنولوجيا هو الرائد العالمي في علم الكواكب.,NULL,NULL,coursera,implicit
‎إنه أمر مدهش!,NULL,course general,coursera,implicit
‎وأيضًاماذالوكنتلاتوافقتمامًاعلىفكرةأنالموضوعيةالعرضللفنهيالطريقةالتييجبأنيُعرضبهاالفنالحديث.,العرض,presentation quality,coursera,explicit
‎ومع ذلك، يبدو أنه كان بإمكانهم القيام بعمل أفضل بكثير في الفيديو من خلال تقديم المفاهيم الأساسية التي كانت ستمنح غير المبرمجين نقطة بداية أفضل للبحث عن باحثين خارجيين.,الفيديو | الفيديو,presentation quality | presentation comprehensiveness,coursera,explicit | explicit
‎شكرًا !,NULL,NULL,coursera,implicit
‎أشعرحقًاأنهذاالدورةالتدريبيةقدزودنيببعضالأفكارالجديدةالقيمةالتيأستطيعمنخلالهارؤيةالعالممنحوليونفسي.,الدورة التدريبية,course general,coursera,explicit
‎لقد تعلمت الكثير من مهارات القيادة الأساسية التي تعد أساسية لحلمي بأن أصبح قائد فرقة أوركسترا.,NULL,course general,coursera,implicit
‎الدوراترائعة.,الدورات,course general,coursera,explicit
‎لقد كان تحديا .,NULL,polarity positive,coursera,implicit
‎أوصي به بالتأكيد .,NULL,course general,coursera,implicit
‎البروفيسوريعقوبتشايكينماهرللغايةويجعلمقاطعالفيديوالخاصةبهممتعةللمشاهدة.,البروفيسور يعقوب تشايكين | مقاطع الفيديو,faculty comprehensiveness | presentation quality,coursera,explicit | explicit
‎المادةجيدةالإدارةوالتنظيمولكننيغيرقادرعلىالسماعأوالفهمحقًا.,المادة,material quality,coursera,explicit
